RowNr,NoteNr,TimeStamp,Pitch,Velocity,Key_OnOff,Device,SubNr,TrialNr,Stimuli,Session,Error,Subcomponent1,Subcomponent2
17,48,12240,83,91,1,2,9,1,s,pre,1,Legato,Forte
21,57,13050,83,79,1,2,9,1,s,pre,1,Legato,Forte
22,58,13249,81,91,1,2,9,1,s,pre,1,Legato,Forte
23,60,13438,84,94,1,2,9,1,s,pre,1,Legato,Forte
24,62,13635,81,91,1,2,9,1,s,pre,1,Legato,Forte
25,64,13828,78,103,1,2,9,1,s,pre,1,Legato,Forte
26,66,14035,79,100,1,2,9,1,s,pre,1,Legato,Forte
40,93,18820,81,50,1,2,9,1,s,pre,1,Legato,Forte
41,94,18957,77,68,1,2,9,1,s,pre,1,Legato,Forte
42,96,19172,76,76,1,2,9,1,s,pre,1,Legato,Forte
43,98,19354,74,93,1,2,9,1,s,pre,1,Legato,Forte
44,100,19551,76,94,1,2,9,1,s,pre,1,Legato,Forte
45,102,19747,79,95,1,2,9,1,s,pre,1,Legato,Forte
46,104,19953,74,100,1,2,9,1,s,pre,1,Legato,Forte
47,106,20151,71,81,1,2,9,1,s,pre,1,Legato,Forte
1,17,7801,79,70,1,2,9,2,s,pre,1,Legato,Forte
2,18,8064,78,91,1,2,9,2,s,pre,1,Legato,Forte
3,20,8327,79,95,1,2,9,2,s,pre,1,Legato,Forte
4,22,8575,76,81,1,2,9,2,s,pre,1,Legato,Forte
5,24,8838,72,82,1,2,9,2,s,pre,1,Legato,Forte
9,33,9829,79,68,1,2,9,2,s,pre,1,Legato,Forte
10,34,10093,78,91,1,2,9,2,s,pre,1,Legato,Forte
11,36,10341,79,90,1,2,9,2,s,pre,1,Legato,Forte
12,38,10581,76,70,1,2,9,2,s,pre,1,Legato,Forte
13,40,10830,72,91,1,2,9,2,s,pre,1,Legato,Forte
14,43,11061,76,81,1,2,9,2,s,pre,1,Legato,Forte
15,44,11312,79,99,1,2,9,2,s,pre,1,Legato,Forte
16,46,11560,84,81,1,2,9,2,s,pre,1,Legato,Forte
17,47,11578,83,68,1,2,9,2,s,pre,1,Legato,Forte
21,57,12550,81,63,1,2,9,2,s,pre,1,Legato,Forte
22,59,12786,83,74,1,2,9,2,s,pre,1,Legato,Forte
23,60,13025,81,91,1,2,9,2,s,pre,1,Legato,Forte
24,62,13270,84,81,1,2,9,2,s,pre,1,Legato,Forte
25,64,13482,81,96,1,2,9,2,s,pre,1,Legato,Forte
26,66,13716,78,106,1,2,9,2,s,pre,1,Legato,Forte
40,95,19001,76,54,1,2,9,2,s,pre,1,Legato,Forte
41,97,19246,81,63,1,2,9,2,s,pre,1,Legato,Forte
42,98,19446,77,81,1,2,9,2,s,pre,1,Legato,Forte
43,100,19684,76,91,1,2,9,2,s,pre,1,Legato,Forte
44,102,19893,74,100,1,2,9,2,s,pre,1,Legato,Forte
45,104,20125,76,106,1,2,9,2,s,pre,1,Legato,Forte
46,106,20341,79,98,1,2,9,2,s,pre,1,Legato,Forte
47,108,20577,74,105,1,2,9,2,s,pre,1,Legato,Forte
1,17,7799,79,81,1,2,10,1,s,pre,1,Legato,Forte
2,18,8096,78,79,1,2,10,1,s,pre,1,Legato,Forte
3,20,8389,79,84,1,2,10,1,s,pre,1,Legato,Forte
4,22,8669,76,80,1,2,10,1,s,pre,1,Legato,Forte
5,24,8963,72,93,1,2,10,1,s,pre,1,Legato,Forte
9,31,10111,79,88,1,2,10,1,s,pre,1,Legato,Forte
10,32,10395,78,87,1,2,10,1,s,pre,1,Legato,Forte
11,34,10670,79,84,1,2,10,1,s,pre,1,Legato,Forte
12,37,10946,76,78,1,2,10,1,s,pre,1,Legato,Forte
13,39,11226,72,91,1,2,10,1,s,pre,1,Legato,Forte
14,40,11489,76,85,1,2,10,1,s,pre,1,Legato,Forte
15,42,11757,79,93,1,2,10,1,s,pre,1,Legato,Forte
16,44,12033,84,95,1,2,10,1,s,pre,1,Legato,Forte
17,46,12311,83,79,1,2,10,1,s,pre,1,Legato,Forte
21,55,13400,83,91,1,2,10,1,s,pre,1,Legato,Forte
22,56,13674,81,90,1,2,10,1,s,pre,1,Legato,Forte
23,58,13935,84,95,1,2,10,1,s,pre,1,Legato,Forte
24,60,14194,81,90,1,2,10,1,s,pre,1,Legato,Forte
25,62,14480,78,86,1,2,10,1,s,pre,1,Legato,Forte
26,64,14752,79,78,1,2,10,1,s,pre,1,Legato,Forte
40,93,21144,81,91,1,2,10,1,s,pre,1,Legato,Forte
41,94,21413,77,88,1,2,10,1,s,pre,1,Legato,Forte
42,96,21650,76,90,1,2,10,1,s,pre,1,Legato,Forte
43,98,21926,74,88,1,2,10,1,s,pre,1,Legato,Forte
44,100,22180,76,93,1,2,10,1,s,pre,1,Legato,Forte
45,102,22445,79,87,1,2,10,1,s,pre,1,Legato,Forte
46,104,22708,74,91,1,2,10,1,s,pre,1,Legato,Forte
47,107,22989,71,66,1,2,10,1,s,pre,1,Legato,Forte
1,17,7803,79,85,1,2,10,2,s,pre,0,Legato,Forte
2,18,8115,78,84,1,2,10,2,s,pre,0,Legato,Forte
3,20,8409,79,88,1,2,10,2,s,pre,0,Legato,Forte
4,22,8693,76,93,1,2,10,2,s,pre,0,Legato,Forte
5,24,8963,72,95,1,2,10,2,s,pre,0,Legato,Forte
9,33,10091,79,91,1,2,10,2,s,pre,0,Legato,Forte
10,34,10369,78,85,1,2,10,2,s,pre,0,Legato,Forte
11,36,10635,79,89,1,2,10,2,s,pre,0,Legato,Forte
12,38,10903,76,87,1,2,10,2,s,pre,0,Legato,Forte
13,41,11183,72,96,1,2,10,2,s,pre,0,Legato,Forte
14,42,11447,76,85,1,2,10,2,s,pre,0,Legato,Forte
15,44,11730,79,93,1,2,10,2,s,pre,0,Legato,Forte
16,46,11996,84,91,1,2,10,2,s,pre,0,Legato,Forte
17,48,12259,83,91,1,2,10,2,s,pre,0,Legato,Forte
21,57,13357,83,91,1,2,10,2,s,pre,0,Legato,Forte
22,58,13621,81,90,1,2,10,2,s,pre,0,Legato,Forte
23,60,13869,84,95,1,2,10,2,s,pre,0,Legato,Forte
24,62,14123,81,86,1,2,10,2,s,pre,0,Legato,Forte
25,64,14403,78,96,1,2,10,2,s,pre,0,Legato,Forte
26,66,14659,79,83,1,2,10,2,s,pre,0,Legato,Forte
40,95,20907,81,91,1,2,10,2,s,pre,0,Legato,Forte
41,96,21182,77,85,1,2,10,2,s,pre,0,Legato,Forte
42,98,21425,76,87,1,2,10,2,s,pre,0,Legato,Forte
43,100,21683,74,90,1,2,10,2,s,pre,0,Legato,Forte
44,102,21949,76,91,1,2,10,2,s,pre,0,Legato,Forte
45,104,22204,79,87,1,2,10,2,s,pre,0,Legato,Forte
46,106,22465,74,87,1,2,10,2,s,pre,0,Legato,Forte
47,108,22709,71,75,1,2,10,2,s,pre,0,Legato,Forte
1,17,10136,79,95,1,2,11,1,s,pre,1,Legato,Forte
2,18,10437,78,88,1,2,11,1,s,pre,1,Legato,Forte
3,20,10707,79,91,1,2,11,1,s,pre,1,Legato,Forte
4,22,10983,76,91,1,2,11,1,s,pre,1,Legato,Forte
5,24,11260,72,81,1,2,11,1,s,pre,1,Legato,Forte
9,33,12328,79,70,1,2,11,1,s,pre,1,Legato,Forte
10,34,12604,78,79,1,2,11,1,s,pre,1,Legato,Forte
11,36,12882,79,86,1,2,11,1,s,pre,1,Legato,Forte
12,38,13153,76,70,1,2,11,1,s,pre,1,Legato,Forte
13,41,13430,72,68,1,2,11,1,s,pre,1,Legato,Forte
14,42,13671,76,75,1,2,11,1,s,pre,1,Legato,Forte
15,44,13916,79,91,1,2,11,1,s,pre,1,Legato,Forte
16,46,14173,84,93,1,2,11,1,s,pre,1,Legato,Forte
17,48,14464,83,67,1,2,11,1,s,pre,1,Legato,Forte
21,57,15498,83,83,1,2,11,1,s,pre,1,Legato,Forte
22,58,15748,81,93,1,2,11,1,s,pre,1,Legato,Forte
23,60,16005,84,101,1,2,11,1,s,pre,1,Legato,Forte
24,64,16245,81,89,1,2,11,1,s,pre,1,Legato,Forte
25,66,16504,78,94,1,2,11,1,s,pre,1,Legato,Forte
26,68,16753,79,88,1,2,11,1,s,pre,1,Legato,Forte
40,97,22831,81,82,1,2,11,1,s,pre,1,Legato,Forte
41,98,23090,77,90,1,2,11,1,s,pre,1,Legato,Forte
42,100,23332,76,91,1,2,11,1,s,pre,1,Legato,Forte
43,102,23577,74,97,1,2,11,1,s,pre,1,Legato,Forte
44,104,23852,76,93,1,2,11,1,s,pre,1,Legato,Forte
45,106,24100,79,88,1,2,11,1,s,pre,1,Legato,Forte
46,108,24349,74,95,1,2,11,1,s,pre,1,Legato,Forte
47,110,24587,71,83,1,2,11,1,s,pre,1,Legato,Forte
1,17,7835,79,72,1,2,11,2,s,pre,1,Legato,Forte
2,18,8118,78,85,1,2,11,2,s,pre,1,Legato,Forte
3,20,8405,79,95,1,2,11,2,s,pre,1,Legato,Forte
4,22,8679,76,90,1,2,11,2,s,pre,1,Legato,Forte
5,24,8955,72,75,1,2,11,2,s,pre,1,Legato,Forte
9,33,10055,79,81,1,2,11,2,s,pre,1,Legato,Forte
10,34,10335,78,84,1,2,11,2,s,pre,1,Legato,Forte
11,36,10597,79,86,1,2,11,2,s,pre,1,Legato,Forte
12,38,10860,76,79,1,2,11,2,s,pre,1,Legato,Forte
13,40,11137,72,81,1,2,11,2,s,pre,1,Legato,Forte
14,42,11419,76,77,1,2,11,2,s,pre,1,Legato,Forte
15,44,11662,79,89,1,2,11,2,s,pre,1,Legato,Forte
16,46,11907,84,89,1,2,11,2,s,pre,1,Legato,Forte
17,48,12187,83,74,1,2,11,2,s,pre,1,Legato,Forte
21,57,13249,83,84,1,2,11,2,s,pre,1,Legato,Forte
22,58,13507,81,88,1,2,11,2,s,pre,1,Legato,Forte
23,60,13786,84,91,1,2,11,2,s,pre,1,Legato,Forte
24,62,14035,81,90,1,2,11,2,s,pre,1,Legato,Forte
25,64,14301,78,95,1,2,11,2,s,pre,1,Legato,Forte
26,66,14557,79,87,1,2,11,2,s,pre,1,Legato,Forte
40,95,20763,81,88,1,2,11,2,s,pre,1,Legato,Forte
41,96,21044,77,88,1,2,11,2,s,pre,1,Legato,Forte
42,98,21279,76,94,1,2,11,2,s,pre,1,Legato,Forte
43,100,21512,74,96,1,2,11,2,s,pre,1,Legato,Forte
44,102,21791,76,98,1,2,11,2,s,pre,1,Legato,Forte
45,104,22049,79,88,1,2,11,2,s,pre,1,Legato,Forte
46,106,22323,74,95,1,2,11,2,s,pre,1,Legato,Forte
47,108,22569,71,91,1,2,11,2,s,pre,1,Legato,Forte
1,17,7832,79,63,1,2,12,1,s,pre,1,Legato,Forte
2,18,8122,78,74,1,2,12,1,s,pre,1,Legato,Forte
3,20,8400,79,81,1,2,12,1,s,pre,1,Legato,Forte
4,22,8662,76,79,1,2,12,1,s,pre,1,Legato,Forte
5,24,8956,72,70,1,2,12,1,s,pre,1,Legato,Forte
9,31,10101,79,67,1,2,12,1,s,pre,1,Legato,Forte
10,32,10370,78,80,1,2,12,1,s,pre,1,Legato,Forte
11,34,10641,79,83,1,2,12,1,s,pre,1,Legato,Forte
12,36,10920,76,85,1,2,12,1,s,pre,1,Legato,Forte
13,38,11198,72,91,1,2,12,1,s,pre,1,Legato,Forte
14,40,11473,76,83,1,2,12,1,s,pre,1,Legato,Forte
15,42,11741,79,91,1,2,12,1,s,pre,1,Legato,Forte
16,44,12024,84,96,1,2,12,1,s,pre,1,Legato,Forte
17,46,12300,83,79,1,2,12,1,s,pre,1,Legato,Forte
21,55,13406,83,78,1,2,12,1,s,pre,1,Legato,Forte
22,56,13665,81,83,1,2,12,1,s,pre,1,Legato,Forte
23,58,13942,84,90,1,2,12,1,s,pre,1,Legato,Forte
24,60,14202,81,90,1,2,12,1,s,pre,1,Legato,Forte
25,62,14483,78,89,1,2,12,1,s,pre,1,Legato,Forte
26,64,14748,79,89,1,2,12,1,s,pre,1,Legato,Forte
40,93,21293,81,82,1,2,12,1,s,pre,1,Legato,Forte
41,94,21560,77,90,1,2,12,1,s,pre,1,Legato,Forte
42,96,21837,76,90,1,2,12,1,s,pre,1,Legato,Forte
43,98,22097,74,93,1,2,12,1,s,pre,1,Legato,Forte
44,100,22376,76,91,1,2,12,1,s,pre,1,Legato,Forte
45,102,22629,79,95,1,2,12,1,s,pre,1,Legato,Forte
46,104,22903,74,90,1,2,12,1,s,pre,1,Legato,Forte
47,106,23159,71,79,1,2,12,1,s,pre,1,Legato,Forte
1,17,7837,79,61,1,2,12,2,s,pre,0,Legato,Forte
2,18,8095,78,77,1,2,12,2,s,pre,0,Legato,Forte
3,20,8341,79,81,1,2,12,2,s,pre,0,Legato,Forte
4,22,8546,76,78,1,2,12,2,s,pre,0,Legato,Forte
5,24,8788,72,67,1,2,12,2,s,pre,0,Legato,Forte
9,33,9664,79,67,1,2,12,2,s,pre,0,Legato,Forte
10,34,9881,78,67,1,2,12,2,s,pre,0,Legato,Forte
11,36,10111,79,74,1,2,12,2,s,pre,0,Legato,Forte
12,38,10321,76,81,1,2,12,2,s,pre,0,Legato,Forte
13,40,10532,72,81,1,2,12,2,s,pre,0,Legato,Forte
14,42,10745,76,86,1,2,12,2,s,pre,0,Legato,Forte
15,44,10942,79,96,1,2,12,2,s,pre,0,Legato,Forte
16,46,11153,84,91,1,2,12,2,s,pre,0,Legato,Forte
17,48,11392,83,59,1,2,12,2,s,pre,0,Legato,Forte
21,57,12271,83,72,1,2,12,2,s,pre,0,Legato,Forte
22,58,12489,81,87,1,2,12,2,s,pre,0,Legato,Forte
23,60,12709,84,86,1,2,12,2,s,pre,0,Legato,Forte
24,62,12919,81,91,1,2,12,2,s,pre,0,Legato,Forte
25,64,13133,78,78,1,2,12,2,s,pre,0,Legato,Forte
26,66,13344,79,88,1,2,12,2,s,pre,0,Legato,Forte
40,95,18488,81,78,1,2,12,2,s,pre,0,Legato,Forte
41,96,18704,77,81,1,2,12,2,s,pre,0,Legato,Forte
42,98,18914,76,83,1,2,12,2,s,pre,0,Legato,Forte
43,100,19113,74,95,1,2,12,2,s,pre,0,Legato,Forte
44,102,19342,76,91,1,2,12,2,s,pre,0,Legato,Forte
45,104,19546,79,94,1,2,12,2,s,pre,0,Legato,Forte
46,106,19752,74,87,1,2,12,2,s,pre,0,Legato,Forte
47,108,19962,71,76,1,2,12,2,s,pre,0,Legato,Forte
1,17,7825,79,76,1,2,13,1,s,pre,1,Legato,Forte
2,18,8118,78,89,1,2,13,1,s,pre,1,Legato,Forte
3,20,8398,79,85,1,2,13,1,s,pre,1,Legato,Forte
4,22,8653,76,83,1,2,13,1,s,pre,1,Legato,Forte
5,24,8926,72,89,1,2,13,1,s,pre,1,Legato,Forte
9,33,9939,79,79,1,2,13,1,s,pre,1,Legato,Forte
10,34,10182,78,90,1,2,13,1,s,pre,1,Legato,Forte
11,36,10436,79,96,1,2,13,1,s,pre,1,Legato,Forte
12,38,10692,76,87,1,2,13,1,s,pre,1,Legato,Forte
13,40,10962,72,87,1,2,13,1,s,pre,1,Legato,Forte
14,42,11212,76,90,1,2,13,1,s,pre,1,Legato,Forte
15,44,11466,79,91,1,2,13,1,s,pre,1,Legato,Forte
16,46,11703,84,100,1,2,13,1,s,pre,1,Legato,Forte
17,48,11962,83,89,1,2,13,1,s,pre,1,Legato,Forte
21,55,12907,83,81,1,2,13,1,s,pre,1,Legato,Forte
22,56,13155,81,90,1,2,13,1,s,pre,1,Legato,Forte
23,58,13403,84,98,1,2,13,1,s,pre,1,Legato,Forte
24,60,13640,81,91,1,2,13,1,s,pre,1,Legato,Forte
25,63,13874,78,90,1,2,13,1,s,pre,1,Legato,Forte
26,65,14110,79,80,1,2,13,1,s,pre,1,Legato,Forte
40,93,20210,81,89,1,2,13,1,s,pre,1,Legato,Forte
41,94,20466,77,83,1,2,13,1,s,pre,1,Legato,Forte
42,96,20702,76,86,1,2,13,1,s,pre,1,Legato,Forte
43,98,20944,74,90,1,2,13,1,s,pre,1,Legato,Forte
44,101,21190,76,88,1,2,13,1,s,pre,1,Legato,Forte
45,103,21430,79,90,1,2,13,1,s,pre,1,Legato,Forte
46,104,21662,74,90,1,2,13,1,s,pre,1,Legato,Forte
47,107,21901,71,74,1,2,13,1,s,pre,1,Legato,Forte
1,17,7798,79,88,1,2,13,2,s,pre,0,Legato,Forte
2,18,8087,78,96,1,2,13,2,s,pre,0,Legato,Forte
3,20,8347,79,89,1,2,13,2,s,pre,0,Legato,Forte
4,22,8607,76,79,1,2,13,2,s,pre,0,Legato,Forte
5,24,8888,72,70,1,2,13,2,s,pre,0,Legato,Forte
9,33,9862,79,83,1,2,13,2,s,pre,0,Legato,Forte
10,34,10109,78,88,1,2,13,2,s,pre,0,Legato,Forte
11,36,10354,79,89,1,2,13,2,s,pre,0,Legato,Forte
12,38,10600,76,79,1,2,13,2,s,pre,0,Legato,Forte
13,40,10855,72,78,1,2,13,2,s,pre,0,Legato,Forte
14,42,11094,76,81,1,2,13,2,s,pre,0,Legato,Forte
15,44,11345,79,93,1,2,13,2,s,pre,0,Legato,Forte
16,46,11584,84,91,1,2,13,2,s,pre,0,Legato,Forte
17,48,11839,83,83,1,2,13,2,s,pre,0,Legato,Forte
21,57,12774,83,82,1,2,13,2,s,pre,0,Legato,Forte
22,58,13008,81,88,1,2,13,2,s,pre,0,Legato,Forte
23,60,13259,84,91,1,2,13,2,s,pre,0,Legato,Forte
24,62,13498,81,77,1,2,13,2,s,pre,0,Legato,Forte
25,65,13727,78,85,1,2,13,2,s,pre,0,Legato,Forte
26,67,13954,79,80,1,2,13,2,s,pre,0,Legato,Forte
40,95,19851,81,81,1,2,13,2,s,pre,0,Legato,Forte
41,96,20081,77,88,1,2,13,2,s,pre,0,Legato,Forte
42,98,20334,76,81,1,2,13,2,s,pre,0,Legato,Forte
43,100,20588,74,89,1,2,13,2,s,pre,0,Legato,Forte
44,102,20829,76,90,1,2,13,2,s,pre,0,Legato,Forte
45,105,21062,79,91,1,2,13,2,s,pre,0,Legato,Forte
46,106,21312,74,91,1,2,13,2,s,pre,0,Legato,Forte
47,108,21553,71,76,1,2,13,2,s,pre,0,Legato,Forte
1,17,7864,79,95,1,2,14,1,s,pre,0,Legato,Forte
2,18,8177,78,84,1,2,14,1,s,pre,0,Legato,Forte
3,20,8482,79,88,1,2,14,1,s,pre,0,Legato,Forte
4,22,8779,76,80,1,2,14,1,s,pre,0,Legato,Forte
5,24,9093,72,76,1,2,14,1,s,pre,0,Legato,Forte
9,33,10318,79,100,1,2,14,1,s,pre,0,Legato,Forte
10,34,10623,78,87,1,2,14,1,s,pre,0,Legato,Forte
11,36,10927,79,82,1,2,14,1,s,pre,0,Legato,Forte
12,38,11220,76,83,1,2,14,1,s,pre,0,Legato,Forte
13,40,11543,72,91,1,2,14,1,s,pre,0,Legato,Forte
14,42,11848,76,91,1,2,14,1,s,pre,0,Legato,Forte
15,44,12142,79,93,1,2,14,1,s,pre,0,Legato,Forte
16,47,12437,84,88,1,2,14,1,s,pre,0,Legato,Forte
17,48,12745,83,96,1,2,14,1,s,pre,0,Legato,Forte
21,57,13947,83,101,1,2,14,1,s,pre,0,Legato,Forte
22,58,14266,81,104,1,2,14,1,s,pre,0,Legato,Forte
23,60,14567,84,101,1,2,14,1,s,pre,0,Legato,Forte
24,62,14860,81,94,1,2,14,1,s,pre,0,Legato,Forte
25,64,15165,78,91,1,2,14,1,s,pre,0,Legato,Forte
26,66,15503,79,58,1,2,14,1,s,pre,0,Legato,Forte
40,95,22467,81,101,1,2,14,1,s,pre,0,Legato,Forte
41,96,22763,77,93,1,2,14,1,s,pre,0,Legato,Forte
42,98,23064,76,90,1,2,14,1,s,pre,0,Legato,Forte
43,101,23361,74,88,1,2,14,1,s,pre,0,Legato,Forte
44,102,23665,76,96,1,2,14,1,s,pre,0,Legato,Forte
45,104,23959,79,94,1,2,14,1,s,pre,0,Legato,Forte
46,106,24252,74,87,1,2,14,1,s,pre,0,Legato,Forte
47,109,24561,71,75,1,2,14,1,s,pre,0,Legato,Forte
1,17,7850,79,91,1,2,14,2,s,pre,0,Legato,Forte
2,18,8167,78,83,1,2,14,2,s,pre,0,Legato,Forte
3,20,8469,79,83,1,2,14,2,s,pre,0,Legato,Forte
4,22,8766,76,80,1,2,14,2,s,pre,0,Legato,Forte
5,24,9082,72,74,1,2,14,2,s,pre,0,Legato,Forte
9,33,10320,79,90,1,2,14,2,s,pre,0,Legato,Forte
10,34,10640,78,87,1,2,14,2,s,pre,0,Legato,Forte
11,36,10941,79,79,1,2,14,2,s,pre,0,Legato,Forte
12,38,11257,76,77,1,2,14,2,s,pre,0,Legato,Forte
13,41,11574,72,81,1,2,14,2,s,pre,0,Legato,Forte
14,42,11881,76,76,1,2,14,2,s,pre,0,Legato,Forte
15,44,12192,79,83,1,2,14,2,s,pre,0,Legato,Forte
16,46,12493,84,77,1,2,14,2,s,pre,0,Legato,Forte
17,48,12811,83,89,1,2,14,2,s,pre,0,Legato,Forte
21,57,14047,83,96,1,2,14,2,s,pre,0,Legato,Forte
22,58,14370,81,95,1,2,14,2,s,pre,0,Legato,Forte
23,60,14680,84,93,1,2,14,2,s,pre,0,Legato,Forte
24,62,14994,81,88,1,2,14,2,s,pre,0,Legato,Forte
25,65,15299,78,82,1,2,14,2,s,pre,0,Legato,Forte
26,66,15608,79,74,1,2,14,2,s,pre,0,Legato,Forte
40,95,22686,81,88,1,2,14,2,s,pre,0,Legato,Forte
41,96,23004,77,91,1,2,14,2,s,pre,0,Legato,Forte
42,98,23298,76,88,1,2,14,2,s,pre,0,Legato,Forte
43,101,23606,74,83,1,2,14,2,s,pre,0,Legato,Forte
44,102,23900,76,89,1,2,14,2,s,pre,0,Legato,Forte
45,104,24206,79,86,1,2,14,2,s,pre,0,Legato,Forte
46,106,24506,74,88,1,2,14,2,s,pre,0,Legato,Forte
47,109,24806,71,77,1,2,14,2,s,pre,0,Legato,Forte
1,17,9710,79,74,1,2,15,1,s,pre,0,Legato,Forte
2,18,10013,78,72,1,2,15,1,s,pre,0,Legato,Forte
3,20,10306,79,72,1,2,15,1,s,pre,0,Legato,Forte
4,22,10580,76,64,1,2,15,1,s,pre,0,Legato,Forte
5,24,10880,72,69,1,2,15,1,s,pre,0,Legato,Forte
9,33,11984,79,81,1,2,15,1,s,pre,0,Legato,Forte
10,34,12248,78,83,1,2,15,1,s,pre,0,Legato,Forte
11,36,12550,79,75,1,2,15,1,s,pre,0,Legato,Forte
12,38,12819,76,71,1,2,15,1,s,pre,0,Legato,Forte
13,41,13096,72,78,1,2,15,1,s,pre,0,Legato,Forte
14,42,13362,76,79,1,2,15,1,s,pre,0,Legato,Forte
15,44,13645,79,78,1,2,15,1,s,pre,0,Legato,Forte
16,46,13909,84,72,1,2,15,1,s,pre,0,Legato,Forte
17,48,14205,83,76,1,2,15,1,s,pre,0,Legato,Forte
21,57,15298,83,84,1,2,15,1,s,pre,0,Legato,Forte
22,58,15554,81,91,1,2,15,1,s,pre,0,Legato,Forte
23,60,15825,84,88,1,2,15,1,s,pre,0,Legato,Forte
24,62,16067,81,83,1,2,15,1,s,pre,0,Legato,Forte
25,64,16352,78,76,1,2,15,1,s,pre,0,Legato,Forte
26,66,16636,79,74,1,2,15,1,s,pre,0,Legato,Forte
40,95,23189,81,79,1,2,15,1,s,pre,0,Legato,Forte
41,96,23464,77,72,1,2,15,1,s,pre,0,Legato,Forte
42,98,23741,76,77,1,2,15,1,s,pre,0,Legato,Forte
43,100,24005,74,88,1,2,15,1,s,pre,0,Legato,Forte
44,102,24277,76,79,1,2,15,1,s,pre,0,Legato,Forte
45,104,24552,79,73,1,2,15,1,s,pre,0,Legato,Forte
46,106,24826,74,78,1,2,15,1,s,pre,0,Legato,Forte
47,108,25086,71,70,1,2,15,1,s,pre,0,Legato,Forte
1,17,7877,79,73,1,2,15,2,s,pre,0,Legato,Forte
2,18,8170,78,82,1,2,15,2,s,pre,0,Legato,Forte
3,20,8462,79,81,1,2,15,2,s,pre,0,Legato,Forte
4,22,8760,76,74,1,2,15,2,s,pre,0,Legato,Forte
5,24,9054,72,74,1,2,15,2,s,pre,0,Legato,Forte
9,33,10137,79,82,1,2,15,2,s,pre,0,Legato,Forte
10,34,10401,78,81,1,2,15,2,s,pre,0,Legato,Forte
11,36,10670,79,81,1,2,15,2,s,pre,0,Legato,Forte
12,38,10944,76,83,1,2,15,2,s,pre,0,Legato,Forte
13,41,11229,72,84,1,2,15,2,s,pre,0,Legato,Forte
14,42,11493,76,85,1,2,15,2,s,pre,0,Legato,Forte
15,44,11775,79,85,1,2,15,2,s,pre,0,Legato,Forte
16,46,12034,84,82,1,2,15,2,s,pre,0,Legato,Forte
17,48,12314,83,85,1,2,15,2,s,pre,0,Legato,Forte
21,57,13392,83,79,1,2,15,2,s,pre,0,Legato,Forte
22,58,13633,81,89,1,2,15,2,s,pre,0,Legato,Forte
23,60,13918,84,89,1,2,15,2,s,pre,0,Legato,Forte
24,62,14172,81,81,1,2,15,2,s,pre,0,Legato,Forte
25,64,14446,78,80,1,2,15,2,s,pre,0,Legato,Forte
26,66,14707,79,74,1,2,15,2,s,pre,0,Legato,Forte
40,95,21045,81,78,1,2,15,2,s,pre,0,Legato,Forte
41,96,21307,77,74,1,2,15,2,s,pre,0,Legato,Forte
42,98,21584,76,78,1,2,15,2,s,pre,0,Legato,Forte
43,100,21847,74,79,1,2,15,2,s,pre,0,Legato,Forte
44,102,22119,76,80,1,2,15,2,s,pre,0,Legato,Forte
45,104,22386,79,75,1,2,15,2,s,pre,0,Legato,Forte
46,106,22657,74,74,1,2,15,2,s,pre,0,Legato,Forte
47,108,22914,71,68,1,2,15,2,s,pre,0,Legato,Forte
1,17,10678,79,61,1,2,16,1,s,pre,1,Legato,Forte
2,18,11027,78,69,1,2,16,1,s,pre,1,Legato,Forte
3,20,11366,79,68,1,2,16,1,s,pre,1,Legato,Forte
4,22,11672,76,66,1,2,16,1,s,pre,1,Legato,Forte
5,25,12003,72,72,1,2,16,1,s,pre,1,Legato,Forte
9,33,13809,79,56,1,2,16,1,s,pre,1,Legato,Forte
10,34,14144,78,71,1,2,16,1,s,pre,1,Legato,Forte
11,37,14469,79,66,1,2,16,1,s,pre,1,Legato,Forte
12,38,14785,76,70,1,2,16,1,s,pre,1,Legato,Forte
13,41,15109,72,75,1,2,16,1,s,pre,1,Legato,Forte
14,42,15440,76,72,1,2,16,1,s,pre,1,Legato,Forte
15,44,15765,79,75,1,2,16,1,s,pre,1,Legato,Forte
16,47,16076,84,76,1,2,16,1,s,pre,1,Legato,Forte
17,48,16433,83,56,1,2,16,1,s,pre,1,Legato,Forte
21,57,17762,83,75,1,2,16,1,s,pre,1,Legato,Forte
22,58,18078,81,86,1,2,16,1,s,pre,1,Legato,Forte
23,60,18400,84,82,1,2,16,1,s,pre,1,Legato,Forte
24,62,18713,81,81,1,2,16,1,s,pre,1,Legato,Forte
25,64,19024,78,84,1,2,16,1,s,pre,1,Legato,Forte
26,66,19351,79,91,1,2,16,1,s,pre,1,Legato,Forte
40,95,26852,81,88,1,2,16,1,s,pre,1,Legato,Forte
41,96,27183,77,83,1,2,16,1,s,pre,1,Legato,Forte
42,98,27501,76,79,1,2,16,1,s,pre,1,Legato,Forte
43,101,27814,74,86,1,2,16,1,s,pre,1,Legato,Forte
44,102,28152,76,81,1,2,16,1,s,pre,1,Legato,Forte
45,104,28468,79,82,1,2,16,1,s,pre,1,Legato,Forte
46,106,28777,74,82,1,2,16,1,s,pre,1,Legato,Forte
47,109,29109,71,76,1,2,16,1,s,pre,1,Legato,Forte
1,17,8892,79,74,1,2,16,2,s,pre,0,Legato,Forte
2,18,9214,78,76,1,2,16,2,s,pre,0,Legato,Forte
