RowNr,NoteNr,TimeStamp,Pitch,Velocity,Key_OnOff,Device,SubNr,TrialNr,Stimuli,Session,Error,Articulation,Dynamics
21,57,13636,83,88,1,2,3,3,3.mid,experiment,0,Legato,Forte
22,58,13909,81,86,1,2,3,3,3.mid,experiment,0,Legato,Forte
23,60,14182,84,83,1,2,3,3,3.mid,experiment,0,Legato,Forte
24,62,14456,81,89,1,2,3,3,3.mid,experiment,0,Legato,Forte
25,64,14739,78,81,1,2,3,3,3.mid,experiment,0,Legato,Forte
26,66,15000,79,90,1,2,3,3,3.mid,experiment,0,Legato,Forte
40,95,22045,81,82,1,2,3,3,3.mid,experiment,0,Legato,Forte
41,96,22349,77,86,1,2,3,3,3.mid,experiment,0,Legato,Forte
42,98,22614,76,85,1,2,3,3,3.mid,experiment,0,Legato,Forte
43,101,22884,74,88,1,2,3,3,3.mid,experiment,0,Legato,Forte
44,102,23142,76,91,1,2,3,3,3.mid,experiment,0,Legato,Forte
45,104,23412,79,91,1,2,3,3,3.mid,experiment,0,Legato,Forte
46,106,23672,74,91,1,2,3,3,3.mid,experiment,0,Legato,Forte
47,108,23945,71,88,1,2,3,3,3.mid,experiment,0,Legato,Forte
1,17,7934,79,79,1,2,3,4,6.mid,experiment,0,Legato,Forte
2,18,8212,78,94,1,2,3,4,6.mid,experiment,0,Legato,Forte
3,20,8481,79,89,1,2,3,4,6.mid,experiment,0,Legato,Forte
4,22,8755,76,83,1,2,3,4,6.mid,experiment,0,Legato,Forte
5,24,9047,72,80,1,2,3,4,6.mid,experiment,0,Legato,Forte
9,33,10229,79,87,1,2,3,4,6.mid,experiment,0,Legato,Forte
10,34,10496,78,91,1,2,3,4,6.mid,experiment,0,Legato,Forte
11,36,10769,79,90,1,2,3,4,6.mid,experiment,0,Legato,Forte
12,38,11033,76,76,1,2,3,4,6.mid,experiment,0,Legato,Forte
13,41,11314,72,71,1,2,3,4,6.mid,experiment,0,Legato,Forte
14,42,11570,76,75,1,2,3,4,6.mid,experiment,0,Legato,Forte
15,44,11855,79,84,1,2,3,4,6.mid,experiment,0,Legato,Forte
16,46,12134,84,93,1,2,3,4,6.mid,experiment,0,Legato,Forte
17,48,12456,83,91,1,2,3,4,6.mid,experiment,0,Legato,Forte
21,57,13552,83,82,1,2,3,4,6.mid,experiment,0,Legato,Forte
22,58,13814,81,83,1,2,3,4,6.mid,experiment,0,Legato,Forte
23,60,14074,84,78,1,2,3,4,6.mid,experiment,0,Legato,Forte
24,62,14335,81,80,1,2,3,4,6.mid,experiment,0,Legato,Forte
25,64,14629,78,74,1,2,3,4,6.mid,experiment,0,Legato,Forte
26,66,14910,79,62,1,2,3,4,6.mid,experiment,0,Legato,Forte
40,95,21602,81,85,1,2,3,4,6.mid,experiment,0,Legato,Forte
41,96,21880,77,88,1,2,3,4,6.mid,experiment,0,Legato,Forte
42,98,22140,76,83,1,2,3,4,6.mid,experiment,0,Legato,Forte
43,100,22406,74,88,1,2,3,4,6.mid,experiment,0,Legato,Forte
44,102,22658,76,91,1,2,3,4,6.mid,experiment,0,Legato,Forte
45,104,22913,79,87,1,2,3,4,6.mid,experiment,0,Legato,Forte
46,106,23168,74,81,1,2,3,4,6.mid,experiment,0,Legato,Forte
47,108,23426,71,72,1,2,3,4,6.mid,experiment,0,Legato,Forte
1,17,7866,79,85,1,2,3,5,9.mid,experiment,0,Legato,Forte
2,18,8156,78,97,1,2,3,5,9.mid,experiment,0,Legato,Forte
3,20,8441,79,81,1,2,3,5,9.mid,experiment,0,Legato,Forte
4,22,8716,76,76,1,2,3,5,9.mid,experiment,0,Legato,Forte
5,24,8997,72,83,1,2,3,5,9.mid,experiment,0,Legato,Forte
9,33,10081,79,88,1,2,3,5,9.mid,experiment,0,Legato,Forte
10,34,10344,78,90,1,2,3,5,9.mid,experiment,0,Legato,Forte
11,36,10612,79,91,1,2,3,5,9.mid,experiment,0,Legato,Forte
12,38,10874,76,84,1,2,3,5,9.mid,experiment,0,Legato,Forte
13,41,11144,72,91,1,2,3,5,9.mid,experiment,0,Legato,Forte
14,42,11399,76,93,1,2,3,5,9.mid,experiment,0,Legato,Forte
15,44,11667,79,100,1,2,3,5,9.mid,experiment,0,Legato,Forte
16,46,11924,84,99,1,2,3,5,9.mid,experiment,0,Legato,Forte
17,48,12213,83,94,1,2,3,5,9.mid,experiment,0,Legato,Forte
21,57,13224,83,83,1,2,3,5,9.mid,experiment,0,Legato,Forte
22,58,13483,81,84,1,2,3,5,9.mid,experiment,0,Legato,Forte
23,60,13745,84,86,1,2,3,5,9.mid,experiment,0,Legato,Forte
24,62,14004,81,93,1,2,3,5,9.mid,experiment,0,Legato,Forte
25,64,14279,78,86,1,2,3,5,9.mid,experiment,0,Legato,Forte
26,66,14532,79,84,1,2,3,5,9.mid,experiment,0,Legato,Forte
40,95,21040,81,79,1,2,3,5,9.mid,experiment,0,Legato,Forte
41,96,21311,77,85,1,2,3,5,9.mid,experiment,0,Legato,Forte
42,98,21566,76,88,1,2,3,5,9.mid,experiment,0,Legato,Forte
43,100,21825,74,89,1,2,3,5,9.mid,experiment,0,Legato,Forte
44,103,22085,76,88,1,2,3,5,9.mid,experiment,0,Legato,Forte
45,104,22331,79,88,1,2,3,5,9.mid,experiment,0,Legato,Forte
46,106,22583,74,89,1,2,3,5,9.mid,experiment,0,Legato,Forte
47,108,22850,71,75,1,2,3,5,9.mid,experiment,0,Legato,Forte
1,17,7833,79,75,1,2,3,6,4.mid,experiment,0,Legato,Forte
2,18,8128,78,87,1,2,3,6,4.mid,experiment,0,Legato,Forte
3,20,8413,79,81,1,2,3,6,4.mid,experiment,0,Legato,Forte
4,22,8695,76,73,1,2,3,6,4.mid,experiment,0,Legato,Forte
5,24,8986,72,70,1,2,3,6,4.mid,experiment,0,Legato,Forte
9,33,10113,79,86,1,2,3,6,4.mid,experiment,0,Legato,Forte
10,34,10391,78,87,1,2,3,6,4.mid,experiment,0,Legato,Forte
11,36,10666,79,91,1,2,3,6,4.mid,experiment,0,Legato,Forte
12,38,10942,76,82,1,2,3,6,4.mid,experiment,0,Legato,Forte
13,40,11222,72,86,1,2,3,6,4.mid,experiment,0,Legato,Forte
14,42,11492,76,94,1,2,3,6,4.mid,experiment,0,Legato,Forte
15,44,11755,79,100,1,2,3,6,4.mid,experiment,0,Legato,Forte
16,46,12028,84,97,1,2,3,6,4.mid,experiment,0,Legato,Forte
17,48,12356,83,82,1,2,3,6,4.mid,experiment,0,Legato,Forte
21,57,13479,83,79,1,2,3,6,4.mid,experiment,0,Legato,Forte
22,58,13759,81,89,1,2,3,6,4.mid,experiment,0,Legato,Forte
23,60,14032,84,81,1,2,3,6,4.mid,experiment,0,Legato,Forte
24,62,14297,81,91,1,2,3,6,4.mid,experiment,0,Legato,Forte
25,64,14582,78,81,1,2,3,6,4.mid,experiment,0,Legato,Forte
26,66,14855,79,72,1,2,3,6,4.mid,experiment,0,Legato,Forte
40,95,21557,81,94,1,2,3,6,4.mid,experiment,0,Legato,Forte
41,96,21849,77,88,1,2,3,6,4.mid,experiment,0,Legato,Forte
42,98,22102,76,91,1,2,3,6,4.mid,experiment,0,Legato,Forte
43,101,22359,74,84,1,2,3,6,4.mid,experiment,0,Legato,Forte
44,102,22608,76,88,1,2,3,6,4.mid,experiment,0,Legato,Forte
45,104,22871,79,87,1,2,3,6,4.mid,experiment,0,Legato,Forte
46,106,23115,74,77,1,2,3,6,4.mid,experiment,0,Legato,Forte
47,109,23385,71,71,1,2,3,6,4.mid,experiment,0,Legato,Forte
1,17,7874,79,82,1,2,3,7,7.mid,experiment,0,Legato,Forte
2,18,8171,78,91,1,2,3,7,7.mid,experiment,0,Legato,Forte
3,20,8448,79,76,1,2,3,7,7.mid,experiment,0,Legato,Forte
4,22,8736,76,70,1,2,3,7,7.mid,experiment,0,Legato,Forte
5,24,9038,72,67,1,2,3,7,7.mid,experiment,0,Legato,Forte
9,33,10154,79,82,1,2,3,7,7.mid,experiment,0,Legato,Forte
10,34,10436,78,91,1,2,3,7,7.mid,experiment,0,Legato,Forte
11,36,10727,79,85,1,2,3,7,7.mid,experiment,0,Legato,Forte
12,38,11034,76,73,1,2,3,7,7.mid,experiment,0,Legato,Forte
13,41,11337,72,79,1,2,3,7,7.mid,experiment,0,Legato,Forte
14,42,11614,76,81,1,2,3,7,7.mid,experiment,0,Legato,Forte
15,44,11890,79,90,1,2,3,7,7.mid,experiment,0,Legato,Forte
16,46,12158,84,90,1,2,3,7,7.mid,experiment,0,Legato,Forte
17,48,12444,83,84,1,2,3,7,7.mid,experiment,0,Legato,Forte
21,57,13577,83,81,1,2,3,7,7.mid,experiment,0,Legato,Forte
22,58,13849,81,82,1,2,3,7,7.mid,experiment,0,Legato,Forte
23,60,14128,84,84,1,2,3,7,7.mid,experiment,0,Legato,Forte
24,62,14395,81,85,1,2,3,7,7.mid,experiment,0,Legato,Forte
25,64,14674,78,81,1,2,3,7,7.mid,experiment,0,Legato,Forte
26,66,14951,79,85,1,2,3,7,7.mid,experiment,0,Legato,Forte
40,95,21557,81,80,1,2,3,7,7.mid,experiment,0,Legato,Forte
41,96,21831,77,84,1,2,3,7,7.mid,experiment,0,Legato,Forte
42,98,22098,76,79,1,2,3,7,7.mid,experiment,0,Legato,Forte
43,101,22371,74,79,1,2,3,7,7.mid,experiment,0,Legato,Forte
44,102,22633,76,87,1,2,3,7,7.mid,experiment,0,Legato,Forte
45,104,22907,79,83,1,2,3,7,7.mid,experiment,0,Legato,Forte
46,106,23151,74,81,1,2,3,7,7.mid,experiment,0,Legato,Forte
47,108,23416,71,76,1,2,3,7,7.mid,experiment,0,Legato,Forte
1,17,7916,79,87,1,2,3,8,1.mid,experiment,0,Legato,Forte
2,18,8216,78,88,1,2,3,8,1.mid,experiment,0,Legato,Forte
3,20,8510,79,84,1,2,3,8,1.mid,experiment,0,Legato,Forte
4,22,8792,76,67,1,2,3,8,1.mid,experiment,0,Legato,Forte
5,24,9072,72,77,1,2,3,8,1.mid,experiment,0,Legato,Forte
9,33,10216,79,81,1,2,3,8,1.mid,experiment,0,Legato,Forte
10,34,10495,78,81,1,2,3,8,1.mid,experiment,0,Legato,Forte
11,36,10781,79,78,1,2,3,8,1.mid,experiment,0,Legato,Forte
12,38,11058,76,67,1,2,3,8,1.mid,experiment,0,Legato,Forte
13,41,11356,72,67,1,2,3,8,1.mid,experiment,0,Legato,Forte
14,42,11630,76,72,1,2,3,8,1.mid,experiment,0,Legato,Forte
15,44,11908,79,90,1,2,3,8,1.mid,experiment,0,Legato,Forte
16,46,12181,84,90,1,2,3,8,1.mid,experiment,0,Legato,Forte
17,48,12492,83,86,1,2,3,8,1.mid,experiment,0,Legato,Forte
21,57,13577,83,74,1,2,3,8,1.mid,experiment,0,Legato,Forte
22,58,13848,81,79,1,2,3,8,1.mid,experiment,0,Legato,Forte
23,60,14134,84,78,1,2,3,8,1.mid,experiment,0,Legato,Forte
24,62,14404,81,70,1,2,3,8,1.mid,experiment,0,Legato,Forte
25,64,14696,78,74,1,2,3,8,1.mid,experiment,0,Legato,Forte
26,66,14976,79,70,1,2,3,8,1.mid,experiment,0,Legato,Forte
40,95,21738,81,70,1,2,3,8,1.mid,experiment,0,Legato,Forte
41,96,22010,77,80,1,2,3,8,1.mid,experiment,0,Legato,Forte
42,98,22281,76,74,1,2,3,8,1.mid,experiment,0,Legato,Forte
43,100,22546,74,81,1,2,3,8,1.mid,experiment,0,Legato,Forte
44,102,22813,76,82,1,2,3,8,1.mid,experiment,0,Legato,Forte
45,104,23066,79,81,1,2,3,8,1.mid,experiment,0,Legato,Forte
46,106,23323,74,78,1,2,3,8,1.mid,experiment,0,Legato,Forte
47,108,23593,71,73,1,2,3,8,1.mid,experiment,0,Legato,Forte
1,17,7842,79,88,1,2,3,9,5.mid,experiment,0,Legato,Forte
2,18,8138,78,97,1,2,3,9,5.mid,experiment,0,Legato,Forte
3,20,8425,79,91,1,2,3,9,5.mid,experiment,0,Legato,Forte
4,22,8704,76,78,1,2,3,9,5.mid,experiment,0,Legato,Forte
5,24,8997,72,76,1,2,3,9,5.mid,experiment,0,Legato,Forte
9,33,10113,79,89,1,2,3,9,5.mid,experiment,0,Legato,Forte
10,34,10396,78,96,1,2,3,9,5.mid,experiment,0,Legato,Forte
11,36,10672,79,93,1,2,3,9,5.mid,experiment,0,Legato,Forte
12,38,10932,76,81,1,2,3,9,5.mid,experiment,0,Legato,Forte
13,40,11213,72,80,1,2,3,9,5.mid,experiment,0,Legato,Forte
14,42,11482,76,87,1,2,3,9,5.mid,experiment,0,Legato,Forte
15,44,11754,79,97,1,2,3,9,5.mid,experiment,0,Legato,Forte
16,46,12027,84,99,1,2,3,9,5.mid,experiment,0,Legato,Forte
17,48,12357,83,98,1,2,3,9,5.mid,experiment,0,Legato,Forte
21,57,13452,83,89,1,2,3,9,5.mid,experiment,0,Legato,Forte
22,58,13718,81,91,1,2,3,9,5.mid,experiment,0,Legato,Forte
23,60,13991,84,89,1,2,3,9,5.mid,experiment,0,Legato,Forte
24,62,14266,81,88,1,2,3,9,5.mid,experiment,0,Legato,Forte
25,64,14567,78,79,1,2,3,9,5.mid,experiment,0,Legato,Forte
26,66,14853,79,76,1,2,3,9,5.mid,experiment,0,Legato,Forte
40,95,21627,81,85,1,2,3,9,5.mid,experiment,0,Legato,Forte
41,96,21910,77,88,1,2,3,9,5.mid,experiment,0,Legato,Forte
42,98,22178,76,87,1,2,3,9,5.mid,experiment,0,Legato,Forte
43,100,22456,74,83,1,2,3,9,5.mid,experiment,0,Legato,Forte
44,102,22715,76,89,1,2,3,9,5.mid,experiment,0,Legato,Forte
45,104,22990,79,85,1,2,3,9,5.mid,experiment,0,Legato,Forte
46,106,23248,74,85,1,2,3,9,5.mid,experiment,0,Legato,Forte
47,108,23526,71,74,1,2,3,9,5.mid,experiment,0,Legato,Forte
1,17,7898,79,81,1,2,3,10,13.mid,experiment,0,Legato,Forte
2,18,8213,78,81,1,2,3,10,13.mid,experiment,0,Legato,Forte
3,20,8498,79,81,1,2,3,10,13.mid,experiment,0,Legato,Forte
4,22,8784,76,57,1,2,3,10,13.mid,experiment,0,Legato,Forte
5,24,9080,72,63,1,2,3,10,13.mid,experiment,0,Legato,Forte
9,33,10242,79,85,1,2,3,10,13.mid,experiment,0,Legato,Forte
10,34,10528,78,88,1,2,3,10,13.mid,experiment,0,Legato,Forte
11,36,10804,79,90,1,2,3,10,13.mid,experiment,0,Legato,Forte
12,38,11067,76,90,1,2,3,10,13.mid,experiment,0,Legato,Forte
13,40,11333,72,88,1,2,3,10,13.mid,experiment,0,Legato,Forte
14,42,11605,76,91,1,2,3,10,13.mid,experiment,0,Legato,Forte
15,44,11873,79,96,1,2,3,10,13.mid,experiment,0,Legato,Forte
16,46,12134,84,99,1,2,3,10,13.mid,experiment,0,Legato,Forte
17,48,12434,83,87,1,2,3,10,13.mid,experiment,0,Legato,Forte
21,57,13509,83,78,1,2,3,10,13.mid,experiment,0,Legato,Forte
22,58,13766,81,78,1,2,3,10,13.mid,experiment,0,Legato,Forte
23,60,14042,84,68,1,2,3,10,13.mid,experiment,0,Legato,Forte
24,62,14310,81,61,1,2,3,10,13.mid,experiment,0,Legato,Forte
25,64,14592,78,63,1,2,3,10,13.mid,experiment,0,Legato,Forte
26,66,14874,79,61,1,2,3,10,13.mid,experiment,0,Legato,Forte
40,95,21612,81,79,1,2,3,10,13.mid,experiment,0,Legato,Forte
41,96,21883,77,83,1,2,3,10,13.mid,experiment,0,Legato,Forte
42,98,22148,76,78,1,2,3,10,13.mid,experiment,0,Legato,Forte
43,100,22414,74,80,1,2,3,10,13.mid,experiment,0,Legato,Forte
44,102,22674,76,81,1,2,3,10,13.mid,experiment,0,Legato,Forte
45,104,22942,79,76,1,2,3,10,13.mid,experiment,0,Legato,Forte
46,106,23198,74,72,1,2,3,10,13.mid,experiment,0,Legato,Forte
47,109,23466,71,63,1,2,3,10,13.mid,experiment,0,Legato,Forte
1,17,7874,79,81,1,2,3,11,15.mid,experiment,0,Legato,Forte
2,18,8172,78,91,1,2,3,11,15.mid,experiment,0,Legato,Forte
3,20,8457,79,81,1,2,3,11,15.mid,experiment,0,Legato,Forte
4,22,8730,76,68,1,2,3,11,15.mid,experiment,0,Legato,Forte
5,24,9020,72,67,1,2,3,11,15.mid,experiment,0,Legato,Forte
9,33,10169,79,78,1,2,3,11,15.mid,experiment,0,Legato,Forte
10,34,10465,78,81,1,2,3,11,15.mid,experiment,0,Legato,Forte
11,36,10760,79,83,1,2,3,11,15.mid,experiment,0,Legato,Forte
12,38,11026,76,76,1,2,3,11,15.mid,experiment,0,Legato,Forte
13,40,11320,72,81,1,2,3,11,15.mid,experiment,0,Legato,Forte
14,42,11603,76,86,1,2,3,11,15.mid,experiment,0,Legato,Forte
15,44,11880,79,91,1,2,3,11,15.mid,experiment,0,Legato,Forte
16,46,12152,84,96,1,2,3,11,15.mid,experiment,0,Legato,Forte
17,48,12442,83,91,1,2,3,11,15.mid,experiment,0,Legato,Forte
21,57,13503,83,87,1,2,3,11,15.mid,experiment,0,Legato,Forte
22,58,13770,81,81,1,2,3,11,15.mid,experiment,0,Legato,Forte
23,60,14043,84,86,1,2,3,11,15.mid,experiment,0,Legato,Forte
24,62,14317,81,89,1,2,3,11,15.mid,experiment,0,Legato,Forte
25,64,14597,78,88,1,2,3,11,15.mid,experiment,0,Legato,Forte
26,66,14869,79,94,1,2,3,11,15.mid,experiment,0,Legato,Forte
40,95,21738,81,81,1,2,3,11,15.mid,experiment,0,Legato,Forte
41,96,22024,77,82,1,2,3,11,15.mid,experiment,0,Legato,Forte
42,98,22292,76,76,1,2,3,11,15.mid,experiment,0,Legato,Forte
43,100,22565,74,76,1,2,3,11,15.mid,experiment,0,Legato,Forte
44,102,22826,76,88,1,2,3,11,15.mid,experiment,0,Legato,Forte
45,104,23093,79,90,1,2,3,11,15.mid,experiment,0,Legato,Forte
46,106,23348,74,84,1,2,3,11,15.mid,experiment,0,Legato,Forte
47,108,23604,71,77,1,2,3,11,15.mid,experiment,0,Legato,Forte
1,17,7883,79,78,1,2,3,12,16.mid,experiment,0,Legato,Forte
2,18,8192,78,81,1,2,3,12,16.mid,experiment,0,Legato,Forte
3,20,8488,79,80,1,2,3,12,16.mid,experiment,0,Legato,Forte
4,22,8770,76,67,1,2,3,12,16.mid,experiment,0,Legato,Forte
5,24,9050,72,69,1,2,3,12,16.mid,experiment,0,Legato,Forte
9,33,10158,79,76,1,2,3,12,16.mid,experiment,0,Legato,Forte
10,34,10450,78,87,1,2,3,12,16.mid,experiment,0,Legato,Forte
11,36,10734,79,84,1,2,3,12,16.mid,experiment,0,Legato,Forte
12,38,10988,76,83,1,2,3,12,16.mid,experiment,0,Legato,Forte
13,40,11257,72,86,1,2,3,12,16.mid,experiment,0,Legato,Forte
14,42,11520,76,94,1,2,3,12,16.mid,experiment,0,Legato,Forte
