RowNr,NoteNr,TimeStamp,Pitch,Velocity,Key_OnOff,Device,SubNr,TrialNr,Stimuli,Session,Error,Articulation,Dynamics
25,65,14257,78,79,1,2,18,15,12.mid,experiment,1,Legato,Forte
26,67,14527,79,87,1,2,18,15,12.mid,experiment,1,Legato,Forte
40,93,20781,81,78,1,2,18,15,12.mid,experiment,1,Legato,Forte
41,94,21031,77,88,1,2,18,15,12.mid,experiment,1,Legato,Forte
42,96,21302,76,90,1,2,18,15,12.mid,experiment,1,Legato,Forte
43,98,21553,74,90,1,2,18,15,12.mid,experiment,1,Legato,Forte
44,100,21823,76,82,1,2,18,15,12.mid,experiment,1,Legato,Forte
45,102,22053,79,80,1,2,18,15,12.mid,experiment,1,Legato,Forte
46,104,22327,74,80,1,2,18,15,12.mid,experiment,1,Legato,Forte
47,106,22587,71,73,1,2,18,15,12.mid,experiment,1,Legato,Forte
1,17,7800,79,78,1,2,18,16,8.mid,experiment,1,Legato,Forte
2,18,8070,78,87,1,2,18,16,8.mid,experiment,1,Legato,Forte
3,20,8336,79,85,1,2,18,16,8.mid,experiment,1,Legato,Forte
4,22,8614,76,84,1,2,18,16,8.mid,experiment,1,Legato,Forte
5,24,8886,72,81,1,2,18,16,8.mid,experiment,1,Legato,Forte
9,33,9958,79,68,1,2,18,16,8.mid,experiment,1,Legato,Forte
10,34,10211,78,81,1,2,18,16,8.mid,experiment,1,Legato,Forte
11,36,10477,79,81,1,2,18,16,8.mid,experiment,1,Legato,Forte
12,38,10742,76,76,1,2,18,16,8.mid,experiment,1,Legato,Forte
13,40,11000,72,71,1,2,18,16,8.mid,experiment,1,Legato,Forte
14,42,11259,76,81,1,2,18,16,8.mid,experiment,1,Legato,Forte
15,44,11520,79,91,1,2,18,16,8.mid,experiment,1,Legato,Forte
16,46,11776,84,87,1,2,18,16,8.mid,experiment,1,Legato,Forte
17,48,12053,83,89,1,2,18,16,8.mid,experiment,1,Legato,Forte
21,57,13115,83,73,1,2,18,16,8.mid,experiment,1,Legato,Forte
22,58,13374,81,89,1,2,18,16,8.mid,experiment,1,Legato,Forte
23,60,13636,84,86,1,2,18,16,8.mid,experiment,1,Legato,Forte
24,62,13896,81,89,1,2,18,16,8.mid,experiment,1,Legato,Forte
25,65,14165,78,79,1,2,18,16,8.mid,experiment,1,Legato,Forte
26,67,14412,79,88,1,2,18,16,8.mid,experiment,1,Legato,Forte
40,95,20680,81,77,1,2,18,16,8.mid,experiment,1,Legato,Forte
41,96,20944,77,83,1,2,18,16,8.mid,experiment,1,Legato,Forte
42,98,21211,76,83,1,2,18,16,8.mid,experiment,1,Legato,Forte
43,100,21464,74,88,1,2,18,16,8.mid,experiment,1,Legato,Forte
44,102,21738,76,77,1,2,18,16,8.mid,experiment,1,Legato,Forte
45,104,21992,79,87,1,2,18,16,8.mid,experiment,1,Legato,Forte
46,106,22246,74,89,1,2,18,16,8.mid,experiment,1,Legato,Forte
47,108,22494,71,71,1,2,18,16,8.mid,experiment,1,Legato,Forte
1,17,9152,79,87,1,2,19,1,9.mid,experiment,0,Legato,Forte
2,18,9434,78,100,1,2,19,1,9.mid,experiment,0,Legato,Forte
3,20,9712,79,97,1,2,19,1,9.mid,experiment,0,Legato,Forte
4,22,9962,76,95,1,2,19,1,9.mid,experiment,0,Legato,Forte
5,24,10244,72,96,1,2,19,1,9.mid,experiment,0,Legato,Forte
9,33,11615,79,90,1,2,19,1,9.mid,experiment,0,Legato,Forte
10,34,11872,78,100,1,2,19,1,9.mid,experiment,0,Legato,Forte
11,36,12137,79,100,1,2,19,1,9.mid,experiment,0,Legato,Forte
12,38,12397,76,94,1,2,19,1,9.mid,experiment,0,Legato,Forte
13,40,12655,72,101,1,2,19,1,9.mid,experiment,0,Legato,Forte
14,42,12911,76,98,1,2,19,1,9.mid,experiment,0,Legato,Forte
15,44,13173,79,100,1,2,19,1,9.mid,experiment,0,Legato,Forte
16,46,13418,84,104,1,2,19,1,9.mid,experiment,0,Legato,Forte
17,48,13683,83,105,1,2,19,1,9.mid,experiment,0,Legato,Forte
21,57,14778,83,95,1,2,19,1,9.mid,experiment,0,Legato,Forte
22,58,15016,81,106,1,2,19,1,9.mid,experiment,0,Legato,Forte
23,60,15277,84,105,1,2,19,1,9.mid,experiment,0,Legato,Forte
24,62,15533,81,104,1,2,19,1,9.mid,experiment,0,Legato,Forte
25,64,15789,78,105,1,2,19,1,9.mid,experiment,0,Legato,Forte
26,66,16066,79,105,1,2,19,1,9.mid,experiment,0,Legato,Forte
40,95,22288,81,87,1,2,19,1,9.mid,experiment,0,Legato,Forte
41,96,22537,77,99,1,2,19,1,9.mid,experiment,0,Legato,Forte
42,98,22783,76,101,1,2,19,1,9.mid,experiment,0,Legato,Forte
43,100,23026,74,95,1,2,19,1,9.mid,experiment,0,Legato,Forte
44,102,23289,76,104,1,2,19,1,9.mid,experiment,0,Legato,Forte
45,104,23535,79,89,1,2,19,1,9.mid,experiment,0,Legato,Forte
46,106,23768,74,95,1,2,19,1,9.mid,experiment,0,Legato,Forte
47,108,24031,71,91,1,2,19,1,9.mid,experiment,0,Legato,Forte
1,17,8424,79,80,1,2,19,2,2.mid,experiment,1,Legato,Forte
2,18,8726,78,99,1,2,19,2,2.mid,experiment,1,Legato,Forte
3,20,9013,79,93,1,2,19,2,2.mid,experiment,1,Legato,Forte
4,22,9306,76,71,1,2,19,2,2.mid,experiment,1,Legato,Forte
9,33,10420,67,59,1,2,19,2,2.mid,experiment,1,Legato,Forte
10,35,10700,79,89,1,2,19,2,2.mid,experiment,1,Legato,Forte
11,36,10967,78,104,1,2,19,2,2.mid,experiment,1,Legato,Forte
12,38,11249,79,105,1,2,19,2,2.mid,experiment,1,Legato,Forte
13,40,11518,76,103,1,2,19,2,2.mid,experiment,1,Legato,Forte
14,42,11784,72,99,1,2,19,2,2.mid,experiment,1,Legato,Forte
15,44,12056,76,96,1,2,19,2,2.mid,experiment,1,Legato,Forte
16,46,12331,79,97,1,2,19,2,2.mid,experiment,1,Legato,Forte
17,48,12587,84,100,1,2,19,2,2.mid,experiment,1,Legato,Forte
21,57,13655,81,58,1,2,19,2,2.mid,experiment,1,Legato,Forte
22,59,13949,83,104,1,2,19,2,2.mid,experiment,1,Legato,Forte
23,60,14211,81,105,1,2,19,2,2.mid,experiment,1,Legato,Forte
24,62,14474,84,103,1,2,19,2,2.mid,experiment,1,Legato,Forte
25,64,14744,81,104,1,2,19,2,2.mid,experiment,1,Legato,Forte
26,66,15032,78,106,1,2,19,2,2.mid,experiment,1,Legato,Forte
41,97,21749,81,94,1,2,19,2,2.mid,experiment,1,Legato,Forte
42,98,22004,77,103,1,2,19,2,2.mid,experiment,1,Legato,Forte
43,100,22263,76,104,1,2,19,2,2.mid,experiment,1,Legato,Forte
44,102,22525,74,99,1,2,19,2,2.mid,experiment,1,Legato,Forte
45,104,22800,76,105,1,2,19,2,2.mid,experiment,1,Legato,Forte
46,106,23046,79,96,1,2,19,2,2.mid,experiment,1,Legato,Forte
47,108,23313,74,94,1,2,19,2,2.mid,experiment,1,Legato,Forte
1,17,8618,79,86,1,2,19,3,3.mid,experiment,0,Legato,Forte
2,18,8937,78,98,1,2,19,3,3.mid,experiment,0,Legato,Forte
3,20,9234,79,95,1,2,19,3,3.mid,experiment,0,Legato,Forte
4,22,9520,76,89,1,2,19,3,3.mid,experiment,0,Legato,Forte
5,24,9816,72,93,1,2,19,3,3.mid,experiment,0,Legato,Forte
9,33,11076,79,100,1,2,19,3,3.mid,experiment,0,Legato,Forte
10,34,11366,78,106,1,2,19,3,3.mid,experiment,0,Legato,Forte
11,36,11652,79,106,1,2,19,3,3.mid,experiment,0,Legato,Forte
12,38,11948,76,97,1,2,19,3,3.mid,experiment,0,Legato,Forte
13,40,12235,72,97,1,2,19,3,3.mid,experiment,0,Legato,Forte
14,42,12532,76,103,1,2,19,3,3.mid,experiment,0,Legato,Forte
15,44,12826,79,96,1,2,19,3,3.mid,experiment,0,Legato,Forte
16,46,13092,84,97,1,2,19,3,3.mid,experiment,0,Legato,Forte
17,48,13387,83,97,1,2,19,3,3.mid,experiment,0,Legato,Forte
21,57,14564,83,107,1,2,19,3,3.mid,experiment,0,Legato,Forte
22,58,14846,81,112,1,2,19,3,3.mid,experiment,0,Legato,Forte
23,60,15116,84,103,1,2,19,3,3.mid,experiment,0,Legato,Forte
24,62,15402,81,101,1,2,19,3,3.mid,experiment,0,Legato,Forte
25,64,15695,78,101,1,2,19,3,3.mid,experiment,0,Legato,Forte
26,66,15974,79,98,1,2,19,3,3.mid,experiment,0,Legato,Forte
40,95,22906,81,86,1,2,19,3,3.mid,experiment,0,Legato,Forte
41,96,23164,77,105,1,2,19,3,3.mid,experiment,0,Legato,Forte
42,98,23433,76,106,1,2,19,3,3.mid,experiment,0,Legato,Forte
43,100,23696,74,101,1,2,19,3,3.mid,experiment,0,Legato,Forte
44,103,23982,76,112,1,2,19,3,3.mid,experiment,0,Legato,Forte
45,104,24245,79,91,1,2,19,3,3.mid,experiment,0,Legato,Forte
46,106,24526,74,101,1,2,19,3,3.mid,experiment,0,Legato,Forte
47,108,24795,71,87,1,2,19,3,3.mid,experiment,0,Legato,Forte
1,17,8526,79,65,1,2,19,4,1.mid,experiment,1,Legato,Forte
2,18,8800,78,95,1,2,19,4,1.mid,experiment,1,Legato,Forte
3,20,9054,79,96,1,2,19,4,1.mid,experiment,1,Legato,Forte
4,22,9315,76,85,1,2,19,4,1.mid,experiment,1,Legato,Forte
5,26,9578,72,97,1,2,19,4,1.mid,experiment,1,Legato,Forte
9,35,10634,79,91,1,2,19,4,1.mid,experiment,1,Legato,Forte
10,36,10882,78,107,1,2,19,4,1.mid,experiment,1,Legato,Forte
11,38,11139,79,109,1,2,19,4,1.mid,experiment,1,Legato,Forte
12,40,11394,76,98,1,2,19,4,1.mid,experiment,1,Legato,Forte
13,42,11652,72,100,1,2,19,4,1.mid,experiment,1,Legato,Forte
14,44,11899,76,106,1,2,19,4,1.mid,experiment,1,Legato,Forte
15,46,12153,79,100,1,2,19,4,1.mid,experiment,1,Legato,Forte
16,48,12398,84,101,1,2,19,4,1.mid,experiment,1,Legato,Forte
17,50,12658,83,101,1,2,19,4,1.mid,experiment,1,Legato,Forte
21,59,13718,83,101,1,2,19,4,1.mid,experiment,1,Legato,Forte
22,60,13968,81,109,1,2,19,4,1.mid,experiment,1,Legato,Forte
23,62,14228,84,104,1,2,19,4,1.mid,experiment,1,Legato,Forte
24,64,14476,81,100,1,2,19,4,1.mid,experiment,1,Legato,Forte
25,66,14738,78,99,1,2,19,4,1.mid,experiment,1,Legato,Forte
26,68,14990,79,89,1,2,19,4,1.mid,experiment,1,Legato,Forte
40,97,21178,81,81,1,2,19,4,1.mid,experiment,1,Legato,Forte
41,98,21430,77,82,1,2,19,4,1.mid,experiment,1,Legato,Forte
42,102,21668,76,93,1,2,19,4,1.mid,experiment,1,Legato,Forte
43,104,21937,74,98,1,2,19,4,1.mid,experiment,1,Legato,Forte
44,106,22186,76,99,1,2,19,4,1.mid,experiment,1,Legato,Forte
45,108,22440,79,91,1,2,19,4,1.mid,experiment,1,Legato,Forte
46,110,22690,74,94,1,2,19,4,1.mid,experiment,1,Legato,Forte
47,112,22935,71,89,1,2,19,4,1.mid,experiment,1,Legato,Forte
1,17,8420,79,55,1,2,19,5,7.mid,experiment,0,Legato,Forte
2,18,8756,78,75,1,2,19,5,7.mid,experiment,0,Legato,Forte
3,20,9079,79,77,1,2,19,5,7.mid,experiment,0,Legato,Forte
4,22,9385,76,78,1,2,19,5,7.mid,experiment,0,Legato,Forte
5,24,9705,72,73,1,2,19,5,7.mid,experiment,0,Legato,Forte
9,33,11065,79,74,1,2,19,5,7.mid,experiment,0,Legato,Forte
10,34,11370,78,84,1,2,19,5,7.mid,experiment,0,Legato,Forte
11,36,11691,79,84,1,2,19,5,7.mid,experiment,0,Legato,Forte
12,38,12016,76,86,1,2,19,5,7.mid,experiment,0,Legato,Forte
13,40,12338,72,88,1,2,19,5,7.mid,experiment,0,Legato,Forte
14,42,12679,76,81,1,2,19,5,7.mid,experiment,0,Legato,Forte
15,44,13003,79,81,1,2,19,5,7.mid,experiment,0,Legato,Forte
16,46,13323,84,96,1,2,19,5,7.mid,experiment,0,Legato,Forte
17,48,13672,83,89,1,2,19,5,7.mid,experiment,0,Legato,Forte
21,57,15037,83,80,1,2,19,5,7.mid,experiment,0,Legato,Forte
22,58,15349,81,103,1,2,19,5,7.mid,experiment,0,Legato,Forte
23,60,15683,84,104,1,2,19,5,7.mid,experiment,0,Legato,Forte
24,62,15992,81,99,1,2,19,5,7.mid,experiment,0,Legato,Forte
25,64,16331,78,95,1,2,19,5,7.mid,experiment,0,Legato,Forte
26,66,16664,79,87,1,2,19,5,7.mid,experiment,0,Legato,Forte
40,95,24636,81,70,1,2,19,5,7.mid,experiment,0,Legato,Forte
41,96,24932,77,86,1,2,19,5,7.mid,experiment,0,Legato,Forte
42,98,25235,76,91,1,2,19,5,7.mid,experiment,0,Legato,Forte
43,100,25534,74,91,1,2,19,5,7.mid,experiment,0,Legato,Forte
44,102,25846,76,95,1,2,19,5,7.mid,experiment,0,Legato,Forte
45,104,26129,79,85,1,2,19,5,7.mid,experiment,0,Legato,Forte
46,106,26433,74,86,1,2,19,5,7.mid,experiment,0,Legato,Forte
47,108,26738,71,80,1,2,19,5,7.mid,experiment,0,Legato,Forte
1,17,8589,79,83,1,2,19,6,4.mid,experiment,1,Legato,Forte
2,18,8856,78,97,1,2,19,6,4.mid,experiment,1,Legato,Forte
3,20,9115,79,95,1,2,19,6,4.mid,experiment,1,Legato,Forte
4,22,9382,76,90,1,2,19,6,4.mid,experiment,1,Legato,Forte
5,24,9654,72,91,1,2,19,6,4.mid,experiment,1,Legato,Forte
9,33,10785,79,94,1,2,19,6,4.mid,experiment,1,Legato,Forte
10,34,11051,78,103,1,2,19,6,4.mid,experiment,1,Legato,Forte
11,36,11299,79,98,1,2,19,6,4.mid,experiment,1,Legato,Forte
12,38,11564,76,100,1,2,19,6,4.mid,experiment,1,Legato,Forte
13,40,11815,72,106,1,2,19,6,4.mid,experiment,1,Legato,Forte
14,42,12070,76,103,1,2,19,6,4.mid,experiment,1,Legato,Forte
15,44,12336,79,101,1,2,19,6,4.mid,experiment,1,Legato,Forte
16,46,12574,84,99,1,2,19,6,4.mid,experiment,1,Legato,Forte
17,48,12846,83,93,1,2,19,6,4.mid,experiment,1,Legato,Forte
21,57,13897,83,94,1,2,19,6,4.mid,experiment,1,Legato,Forte
23,60,14164,81,106,1,2,19,6,4.mid,experiment,1,Legato,Forte
24,62,14410,84,107,1,2,19,6,4.mid,experiment,1,Legato,Forte
25,64,14679,81,103,1,2,19,6,4.mid,experiment,1,Legato,Forte
26,66,14939,78,105,1,2,19,6,4.mid,experiment,1,Legato,Forte
40,95,21228,76,57,1,2,19,6,4.mid,experiment,1,Legato,Forte
41,97,21495,81,79,1,2,19,6,4.mid,experiment,1,Legato,Forte
42,98,21749,77,89,1,2,19,6,4.mid,experiment,1,Legato,Forte
43,100,21996,76,101,1,2,19,6,4.mid,experiment,1,Legato,Forte
44,102,22255,74,94,1,2,19,6,4.mid,experiment,1,Legato,Forte
45,104,22501,76,97,1,2,19,6,4.mid,experiment,1,Legato,Forte
46,106,22745,79,95,1,2,19,6,4.mid,experiment,1,Legato,Forte
47,108,22999,74,101,1,2,19,6,4.mid,experiment,1,Legato,Forte
1,17,9816,79,59,1,2,19,7,5.mid,experiment,0,Legato,Forte
2,18,10116,78,84,1,2,19,7,5.mid,experiment,0,Legato,Forte
3,20,10408,79,94,1,2,19,7,5.mid,experiment,0,Legato,Forte
4,22,10682,76,91,1,2,19,7,5.mid,experiment,0,Legato,Forte
5,24,10969,72,103,1,2,19,7,5.mid,experiment,0,Legato,Forte
9,33,12150,79,86,1,2,19,7,5.mid,experiment,0,Legato,Forte
10,34,12412,78,104,1,2,19,7,5.mid,experiment,0,Legato,Forte
11,36,12686,79,97,1,2,19,7,5.mid,experiment,0,Legato,Forte
12,38,12946,76,97,1,2,19,7,5.mid,experiment,0,Legato,Forte
13,40,13212,72,99,1,2,19,7,5.mid,experiment,0,Legato,Forte
14,42,13483,76,101,1,2,19,7,5.mid,experiment,0,Legato,Forte
15,44,13750,79,98,1,2,19,7,5.mid,experiment,0,Legato,Forte
16,46,14018,84,97,1,2,19,7,5.mid,experiment,0,Legato,Forte
17,48,14290,83,98,1,2,19,7,5.mid,experiment,0,Legato,Forte
21,57,15396,83,99,1,2,19,7,5.mid,experiment,0,Legato,Forte
22,58,15660,81,106,1,2,19,7,5.mid,experiment,0,Legato,Forte
23,60,15928,84,104,1,2,19,7,5.mid,experiment,0,Legato,Forte
24,62,16182,81,101,1,2,19,7,5.mid,experiment,0,Legato,Forte
25,64,16468,78,89,1,2,19,7,5.mid,experiment,0,Legato,Forte
26,66,16732,79,97,1,2,19,7,5.mid,experiment,0,Legato,Forte
40,95,23232,81,79,1,2,19,7,5.mid,experiment,0,Legato,Forte
41,96,23498,77,98,1,2,19,7,5.mid,experiment,0,Legato,Forte
42,98,23752,76,91,1,2,19,7,5.mid,experiment,0,Legato,Forte
43,100,24013,74,94,1,2,19,7,5.mid,experiment,0,Legato,Forte
44,102,24276,76,99,1,2,19,7,5.mid,experiment,0,Legato,Forte
45,104,24540,79,86,1,2,19,7,5.mid,experiment,0,Legato,Forte
46,106,24792,74,87,1,2,19,7,5.mid,experiment,0,Legato,Forte
47,108,25068,71,70,1,2,19,7,5.mid,experiment,0,Legato,Forte
1,17,8988,79,79,1,2,19,8,12.mid,experiment,0,Legato,Forte
2,18,9243,78,103,1,2,19,8,12.mid,experiment,0,Legato,Forte
3,20,9518,79,96,1,2,19,8,12.mid,experiment,0,Legato,Forte
4,22,9771,76,90,1,2,19,8,12.mid,experiment,0,Legato,Forte
5,24,10031,72,99,1,2,19,8,12.mid,experiment,0,Legato,Forte
9,33,11067,79,86,1,2,19,8,12.mid,experiment,0,Legato,Forte
10,34,11327,78,105,1,2,19,8,12.mid,experiment,0,Legato,Forte
11,36,11585,79,107,1,2,19,8,12.mid,experiment,0,Legato,Forte
12,38,11840,76,103,1,2,19,8,12.mid,experiment,0,Legato,Forte
13,40,12086,72,104,1,2,19,8,12.mid,experiment,0,Legato,Forte
14,42,12331,76,99,1,2,19,8,12.mid,experiment,0,Legato,Forte
15,44,12594,79,100,1,2,19,8,12.mid,experiment,0,Legato,Forte
16,46,12843,84,99,1,2,19,8,12.mid,experiment,0,Legato,Forte
17,48,13101,83,98,1,2,19,8,12.mid,experiment,0,Legato,Forte
21,57,14114,83,104,1,2,19,8,12.mid,experiment,0,Legato,Forte
22,58,14369,81,112,1,2,19,8,12.mid,experiment,0,Legato,Forte
23,60,14617,84,103,1,2,19,8,12.mid,experiment,0,Legato,Forte
24,62,14876,81,106,1,2,19,8,12.mid,experiment,0,Legato,Forte
25,64,15133,78,99,1,2,19,8,12.mid,experiment,0,Legato,Forte
26,66,15377,79,96,1,2,19,8,12.mid,experiment,0,Legato,Forte
40,95,21334,81,95,1,2,19,8,12.mid,experiment,0,Legato,Forte
41,96,21587,77,106,1,2,19,8,12.mid,experiment,0,Legato,Forte
42,98,21826,76,109,1,2,19,8,12.mid,experiment,0,Legato,Forte
43,100,22073,74,105,1,2,19,8,12.mid,experiment,0,Legato,Forte
44,103,22340,76,110,1,2,19,8,12.mid,experiment,0,Legato,Forte
45,104,22584,79,98,1,2,19,8,12.mid,experiment,0,Legato,Forte
46,106,22826,74,103,1,2,19,8,12.mid,experiment,0,Legato,Forte
47,108,23075,71,88,1,2,19,8,12.mid,experiment,0,Legato,Forte
1,17,9822,79,70,1,2,19,9,8.mid,experiment,1,Legato,Forte
2,18,10109,78,85,1,2,19,9,8.mid,experiment,1,Legato,Forte
3,20,10386,79,88,1,2,19,9,8.mid,experiment,1,Legato,Forte
4,22,10647,76,87,1,2,19,9,8.mid,experiment,1,Legato,Forte
5,24,10927,72,96,1,2,19,9,8.mid,experiment,1,Legato,Forte
9,33,12080,79,74,1,2,19,9,8.mid,experiment,1,Legato,Forte
10,34,12348,78,94,1,2,19,9,8.mid,experiment,1,Legato,Forte
11,36,12621,79,88,1,2,19,9,8.mid,experiment,1,Legato,Forte
12,38,12887,76,88,1,2,19,9,8.mid,experiment,1,Legato,Forte
13,40,13148,72,91,1,2,19,9,8.mid,experiment,1,Legato,Forte
14,42,13416,76,100,1,2,19,9,8.mid,experiment,1,Legato,Forte
15,44,13675,79,94,1,2,19,9,8.mid,experiment,1,Legato,Forte
16,46,13939,84,101,1,2,19,9,8.mid,experiment,1,Legato,Forte
17,48,14211,83,91,1,2,19,9,8.mid,experiment,1,Legato,Forte
21,57,15323,83,93,1,2,19,9,8.mid,experiment,1,Legato,Forte
22,58,15597,81,100,1,2,19,9,8.mid,experiment,1,Legato,Forte
23,60,15873,84,104,1,2,19,9,8.mid,experiment,1,Legato,Forte
24,62,16143,81,90,1,2,19,9,8.mid,experiment,1,Legato,Forte
25,64,16426,78,81,1,2,19,9,8.mid,experiment,1,Legato,Forte
26,66,16699,79,74,1,2,19,9,8.mid,experiment,1,Legato,Forte
40,95,23442,81,86,1,2,19,9,8.mid,experiment,1,Legato,Forte
41,96,23701,77,95,1,2,19,9,8.mid,experiment,1,Legato,Forte
42,98,23963,76,96,1,2,19,9,8.mid,experiment,1,Legato,Forte
43,100,24215,74,97,1,2,19,9,8.mid,experiment,1,Legato,Forte
44,102,24487,76,100,1,2,19,9,8.mid,experiment,1,Legato,Forte
45,104,24732,79,94,1,2,19,9,8.mid,experiment,1,Legato,Forte
46,106,25001,74,95,1,2,19,9,8.mid,experiment,1,Legato,Forte
47,108,25264,71,84,1,2,19,9,8.mid,experiment,1,Legato,Forte
1,17,8414,79,91,1,2,19,10,10.mid,experiment,0,Legato,Forte
2,18,8678,78,100,1,2,19,10,10.mid,experiment,0,Legato,Forte
3,20,8951,79,94,1,2,19,10,10.mid,experiment,0,Legato,Forte
4,22,9205,76,93,1,2,19,10,10.mid,experiment,0,Legato,Forte
5,24,9458,72,103,1,2,19,10,10.mid,experiment,0,Legato,Forte
9,33,10460,79,94,1,2,19,10,10.mid,experiment,0,Legato,Forte
10,34,10729,78,109,1,2,19,10,10.mid,experiment,0,Legato,Forte
11,36,10977,79,107,1,2,19,10,10.mid,experiment,0,Legato,Forte
12,38,11236,76,100,1,2,19,10,10.mid,experiment,0,Legato,Forte
13,40,11485,72,105,1,2,19,10,10.mid,experiment,0,Legato,Forte
14,42,11725,76,104,1,2,19,10,10.mid,experiment,0,Legato,Forte
15,44,11988,79,99,1,2,19,10,10.mid,experiment,0,Legato,Forte
16,46,12214,84,101,1,2,19,10,10.mid,experiment,0,Legato,Forte
17,48,12481,83,99,1,2,19,10,10.mid,experiment,0,Legato,Forte
23,60,13995,84,112,1,2,19,10,10.mid,experiment,0,Legato,Forte
24,62,14248,81,110,1,2,19,10,10.mid,experiment,0,Legato,Forte
25,64,14517,78,109,1,2,19,10,10.mid,experiment,0,Legato,Forte
26,66,14744,79,109,1,2,19,10,10.mid,experiment,0,Legato,Forte
40,95,20872,81,91,1,2,19,10,10.mid,experiment,0,Legato,Forte
41,96,21117,77,106,1,2,19,10,10.mid,experiment,0,Legato,Forte
42,98,21363,76,106,1,2,19,10,10.mid,experiment,0,Legato,Forte
43,100,21618,74,103,1,2,19,10,10.mid,experiment,0,Legato,Forte
44,103,21877,76,110,1,2,19,10,10.mid,experiment,0,Legato,Forte
45,104,22120,79,93,1,2,19,10,10.mid,experiment,0,Legato,Forte
46,106,22367,74,94,1,2,19,10,10.mid,experiment,0,Legato,Forte
47,108,22624,71,81,1,2,19,10,10.mid,experiment,0,Legato,Forte
1,17,11429,79,68,1,2,19,11,13.mid,experiment,0,Legato,Forte
2,18,11730,78,91,1,2,19,11,13.mid,experiment,0,Legato,Forte
3,20,12002,79,98,1,2,19,11,13.mid,experiment,0,Legato,Forte
4,22,12268,76,93,1,2,19,11,13.mid,experiment,0,Legato,Forte
5,24,12554,72,88,1,2,19,11,13.mid,experiment,0,Legato,Forte
9,33,13729,79,70,1,2,19,11,13.mid,experiment,0,Legato,Forte
10,34,13996,78,98,1,2,19,11,13.mid,experiment,0,Legato,Forte
11,36,14276,79,101,1,2,19,11,13.mid,experiment,0,Legato,Forte
12,38,14544,76,97,1,2,19,11,13.mid,experiment,0,Legato,Forte
13,40,14810,72,99,1,2,19,11,13.mid,experiment,0,Legato,Forte
14,42,15094,76,100,1,2,19,11,13.mid,experiment,0,Legato,Forte
15,44,15376,79,97,1,2,19,11,13.mid,experiment,0,Legato,Forte
16,46,15634,84,98,1,2,19,11,13.mid,experiment,0,Legato,Forte
17,48,15916,83,99,1,2,19,11,13.mid,experiment,0,Legato,Forte
21,57,17080,83,83,1,2,19,11,13.mid,experiment,0,Legato,Forte
22,58,17348,81,91,1,2,19,11,13.mid,experiment,0,Legato,Forte
23,60,17622,84,100,1,2,19,11,13.mid,experiment,0,Legato,Forte
24,62,17878,81,104,1,2,19,11,13.mid,experiment,0,Legato,Forte
25,64,18165,78,100,1,2,19,11,13.mid,experiment,0,Legato,Forte
26,66,18452,79,101,1,2,19,11,13.mid,experiment,0,Legato,Forte
40,95,25168,81,82,1,2,19,11,13.mid,experiment,0,Legato,Forte
41,96,25466,77,98,1,2,19,11,13.mid,experiment,0,Legato,Forte
42,98,25713,76,93,1,2,19,11,13.mid,experiment,0,Legato,Forte
43,100,25959,74,103,1,2,19,11,13.mid,experiment,0,Legato,Forte
44,102,26210,76,100,1,2,19,11,13.mid,experiment,0,Legato,Forte
45,104,26465,79,100,1,2,19,11,13.mid,experiment,0,Legato,Forte
46,106,26713,74,100,1,2,19,11,13.mid,experiment,0,Legato,Forte
47,108,26967,71,96,1,2,19,11,13.mid,experiment,0,Legato,Forte
1,17,8338,79,65,1,2,19,12,14.mid,experiment,0,Legato,Forte
2,18,8603,78,88,1,2,19,12,14.mid,experiment,0,Legato,Forte
3,20,8868,79,91,1,2,19,12,14.mid,experiment,0,Legato,Forte
4,22,9129,76,90,1,2,19,12,14.mid,experiment,0,Legato,Forte
5,24,9405,72,87,1,2,19,12,14.mid,experiment,0,Legato,Forte
9,33,10578,79,56,1,2,19,12,14.mid,experiment,0,Legato,Forte
10,34,10846,78,97,1,2,19,12,14.mid,experiment,0,Legato,Forte
11,36,11120,79,99,1,2,19,12,14.mid,experiment,0,Legato,Forte
12,38,11404,76,98,1,2,19,12,14.mid,experiment,0,Legato,Forte
13,40,11661,72,98,1,2,19,12,14.mid,experiment,0,Legato,Forte
14,42,11937,76,100,1,2,19,12,14.mid,experiment,0,Legato,Forte
15,44,12207,79,96,1,2,19,12,14.mid,experiment,0,Legato,Forte
16,46,12461,84,100,1,2,19,12,14.mid,experiment,0,Legato,Forte
17,48,12728,83,99,1,2,19,12,14.mid,experiment,0,Legato,Forte
21,57,14056,83,105,1,2,19,12,14.mid,experiment,0,Legato,Forte
22,58,14331,81,106,1,2,19,12,14.mid,experiment,0,Legato,Forte
23,60,14598,84,100,1,2,19,12,14.mid,experiment,0,Legato,Forte
24,62,14869,81,95,1,2,19,12,14.mid,experiment,0,Legato,Forte
25,64,15151,78,93,1,2,19,12,14.mid,experiment,0,Legato,Forte
26,66,15410,79,93,1,2,19,12,14.mid,experiment,0,Legato,Forte
40,95,21701,81,103,1,2,19,12,14.mid,experiment,0,Legato,Forte
41,96,21955,77,104,1,2,19,12,14.mid,experiment,0,Legato,Forte
42,98,22214,76,103,1,2,19,12,14.mid,experiment,0,Legato,Forte
43,100,22473,74,91,1,2,19,12,14.mid,experiment,0,Legato,Forte
44,102,22732,76,90,1,2,19,12,14.mid,experiment,0,Legato,Forte
