RowNr,Instance,KeyOnOff,Stimuli,TimeStamp,Pitch,Velocity,Category
31,6,0,4,9745,76,0,Art_only
32,14,1,4,9952,76,66,Art_only
32,6,0,4,10026,76,0,Art_only
33,14,1,4,10267,74,69,Art_only
33,6,0,4,10992,74,0,Art_only
34,14,1,4,11382,79,78,Art_only
34,6,0,4,11871,79,0,Art_only
35,14,1,4,11961,77,77,Art_only
35,6,0,4,12417,77,0,Art_only
36,14,1,4,12540,76,69,Art_only
36,6,0,4,12612,76,0,Art_only
37,14,1,4,12819,76,70,Art_only
37,6,0,4,12884,76,0,Art_only
38,14,1,4,13096,76,71,Art_only
38,6,0,4,13166,76,0,Art_only
39,14,1,4,13377,76,67,Art_only
39,6,0,4,13455,76,0,Art_only
40,14,1,4,13655,81,71,Art_only
41,14,1,4,13946,77,70,Art_only
40,6,0,4,13978,81,0,Art_only
42,14,1,4,14227,76,64,Art_only
41,6,0,4,14237,77,0,Art_only
43,14,1,4,14505,74,71,Art_only
42,6,0,4,14525,76,0,Art_only
44,14,1,4,14792,76,70,Art_only
43,6,0,4,14819,74,0,Art_only
45,14,1,4,15059,79,71,Art_only
44,6,0,4,15114,76,0,Art_only
46,14,1,4,15344,74,70,Art_only
45,6,0,4,15476,79,0,Art_only
47,14,1,4,15632,71,71,Art_only
46,6,0,4,15638,74,0,Art_only
47,6,0,4,15840,71,0,Art_only
48,14,1,4,15895,72,70,Art_only
48,6,0,4,15943,72,0,Art_only
49,14,1,4,16181,72,72,Art_only
49,6,0,4,16235,72,0,Art_only
50,14,1,4,16451,74,71,Art_only
50,6,0,4,16505,74,0,Art_only
51,14,1,4,16731,74,74,Art_only
51,6,0,4,16803,74,0,Art_only
52,14,1,4,17051,76,68,Art_only
52,6,0,4,17658,76,0,Art_only
53,14,1,4,18217,65,72,Art_only
53,6,0,4,18262,65,0,Art_only
54,14,1,4,18504,65,72,Art_only
54,6,0,4,18580,65,0,Art_only
55,14,1,4,18777,64,71,Art_only
55,6,0,4,18838,64,0,Art_only
56,14,1,4,19052,64,67,Art_only
56,6,0,4,19114,64,0,Art_only
57,14,1,4,19360,62,70,Art_only
57,6,0,4,19989,62,0,Art_only
58,14,1,4,20443,67,73,Art_only
58,6,0,4,20507,67,0,Art_only
59,14,1,4,20726,67,73,Art_only
59,6,0,4,20808,67,0,Art_only
60,14,1,4,21005,71,66,Art_only
60,6,0,4,21076,71,0,Art_only
61,14,1,4,21273,71,73,Art_only
61,6,0,4,21348,71,0,Art_only
62,14,1,4,21540,72,76,Art_only
62,6,0,4,21615,72,0,Art_only
63,14,1,4,21821,72,81,Art_only
63,6,0,4,21904,72,0,Art_only
64,14,1,4,22092,73,78,Art_only
64,6,0,4,22191,73,0,Art_only
65,14,1,4,22378,73,79,Art_only
65,6,0,4,22484,73,0,Art_only
66,14,1,4,22676,74,78,Art_only
66,6,0,4,23183,74,0,Art_only
67,14,1,4,23251,77,77,Art_only
67,6,0,4,23763,77,0,Art_only
68,14,1,4,23838,76,76,Art_only
68,6,0,4,24325,76,0,Art_only
69,14,1,4,24432,74,76,Art_only
69,6,0,4,24926,74,0,Art_only
70,14,1,4,25015,72,80,Art_only
70,6,0,4,25469,72,0,Art_only
71,14,1,4,25616,84,76,Art_only
71,6,0,4,26003,84,0,Art_only
72,14,1,4,26243,84,78,Art_only
72,6,0,4,26794,84,0,Art_only
