RowNr,NoteNr,TimeStamp,Pitch,Velocity,Key_OnOff,Device,SubNr,TrialNr,Stimuli,Session,Error,IOI,Interval,Subcomponent1,Subcomponent2,Boundary
18,51,13533,81,68,1,2,6,2,s,pre,1,346,17,LtoS,FtoP,Yes
21,57,14534,83,85,1,2,6,2,s,pre,1,299,20,StoL,PtoF,Yes
40,95,24121,81,88,1,2,6,2,s,pre,1,311,39,StoL,PtoF,Yes
49,112,26763,72,49,1,2,6,2,s,pre,1,350,47,LtoS,FtoP,Yes
6,27,10846,67,51,1,2,7,1,s,pre,0,344,5,LtoS,FtoP,Yes
9,33,11876,79,60,1,2,7,1,s,pre,0,338,8,StoL,PtoF,Yes
18,51,14963,81,57,1,2,7,1,s,pre,0,361,17,LtoS,FtoP,Yes
21,57,15952,83,65,1,2,7,1,s,pre,0,346,20,StoL,PtoF,Yes
40,95,25969,81,76,1,2,7,1,s,pre,0,387,39,StoL,PtoF,Yes
48,111,28739,72,67,1,2,7,1,s,pre,0,330,47,LtoS,FtoP,Yes
6,27,9457,67,62,1,2,7,2,s,pre,1,318,5,LtoS,FtoP,Yes
9,33,10403,79,69,1,2,7,2,s,pre,1,327,8,StoL,PtoF,Yes
18,51,13169,81,57,1,2,7,2,s,pre,1,322,17,LtoS,FtoP,Yes
21,57,14099,83,65,1,2,7,2,s,pre,1,308,20,StoL,PtoF,Yes
40,95,22885,81,70,1,2,7,2,s,pre,1,334,39,StoL,PtoF,Yes
48,111,25407,72,60,1,2,7,2,s,pre,1,314,47,LtoS,FtoP,Yes
6,27,9332,67,58,1,2,8,1,s,pre,1,289,5,LtoS,FtoP,Yes
9,33,10255,79,74,1,2,8,1,s,pre,1,352,8,StoL,PtoF,Yes
18,51,12821,81,59,1,2,8,1,s,pre,1,303,17,LtoS,FtoP,Yes
21,57,13691,83,95,1,2,8,1,s,pre,1,314,20,StoL,PtoF,Yes
48,108,24222,72,81,1,2,8,1,s,pre,1,306,47,LtoS,FtoP,Yes
6,27,9370,67,49,1,2,8,2,s,pre,0,298,5,LtoS,FtoP,Yes
9,33,10267,79,79,1,2,8,2,s,pre,0,324,8,StoL,PtoF,Yes
18,51,12935,81,70,1,2,8,2,s,pre,0,304,17,LtoS,FtoP,Yes
21,57,13850,83,77,1,2,8,2,s,pre,0,318,20,StoL,PtoF,Yes
40,95,22396,81,69,1,2,8,2,s,pre,0,358,39,StoL,PtoF,Yes
48,110,24778,72,68,1,2,8,2,s,pre,0,300,47,LtoS,FtoP,Yes
6,27,9970,67,65,1,2,9,1,s,pre,1,216,5,LtoS,FtoP,Yes
9,33,10608,79,71,1,2,9,1,s,pre,1,224,8,StoL,PtoF,Yes
18,51,12460,81,53,1,2,9,1,s,pre,1,220,17,LtoS,FtoP,Yes
21,57,13050,83,79,1,2,9,1,s,pre,1,202,20,StoL,PtoF,Yes
40,93,18820,81,50,1,2,9,1,s,pre,1,267,39,StoL,PtoF,Yes
48,109,20349,72,74,1,2,9,1,s,pre,1,198,47,LtoS,FtoP,Yes
6,27,9098,67,68,1,2,9,2,s,pre,1,260,5,LtoS,FtoP,Yes
9,33,9829,79,68,1,2,9,2,s,pre,1,239,8,StoL,PtoF,Yes
22,59,12786,83,74,1,2,9,2,s,pre,1,236,20,StoL,PtoF,Yes
41,97,19246,81,63,1,2,9,2,s,pre,1,245,39,StoL,PtoF,Yes
49,113,21036,72,64,1,2,9,2,s,pre,1,241,47,LtoS,FtoP,Yes
6,27,9283,67,56,1,2,10,1,s,pre,1,320,5,LtoS,FtoP,Yes
18,49,12594,81,48,1,2,10,1,s,pre,1,283,17,LtoS,FtoP,Yes
21,55,13400,83,91,1,2,10,1,s,pre,1,278,20,StoL,PtoF,Yes
40,93,21144,81,91,1,2,10,1,s,pre,1,281,39,StoL,PtoF,Yes
48,109,23264,72,55,1,2,10,1,s,pre,1,275,47,LtoS,FtoP,Yes
6,27,9267,67,51,1,2,10,2,s,pre,0,304,5,LtoS,FtoP,Yes
9,33,10091,79,91,1,2,10,2,s,pre,0,268,8,StoL,PtoF,Yes
18,51,12537,81,63,1,2,10,2,s,pre,0,278,17,LtoS,FtoP,Yes
21,57,13357,83,91,1,2,10,2,s,pre,0,268,20,StoL,PtoF,Yes
40,95,20907,81,91,1,2,10,2,s,pre,0,268,39,StoL,PtoF,Yes
48,111,22975,72,65,1,2,10,2,s,pre,0,266,47,LtoS,FtoP,Yes
6,27,11523,67,57,1,2,11,1,s,pre,1,263,5,LtoS,FtoP,Yes
9,33,12328,79,70,1,2,11,1,s,pre,1,283,8,StoL,PtoF,Yes
18,51,14730,81,57,1,2,11,1,s,pre,1,266,17,LtoS,FtoP,Yes
21,57,15498,83,83,1,2,11,1,s,pre,1,276,20,StoL,PtoF,Yes
40,97,22831,81,82,1,2,11,1,s,pre,1,275,39,StoL,PtoF,Yes
48,112,24842,72,76,1,2,11,1,s,pre,1,255,47,LtoS,FtoP,Yes
6,27,9229,67,55,1,2,11,2,s,pre,1,274,5,LtoS,FtoP,Yes
9,33,10055,79,81,1,2,11,2,s,pre,1,260,8,StoL,PtoF,Yes
18,51,12479,81,63,1,2,11,2,s,pre,1,292,17,LtoS,FtoP,Yes
21,57,13249,83,84,1,2,11,2,s,pre,1,280,20,StoL,PtoF,Yes
40,95,20763,81,88,1,2,11,2,s,pre,1,272,39,StoL,PtoF,Yes
48,111,22825,72,69,1,2,11,2,s,pre,1,256,47,LtoS,FtoP,Yes
6,27,9231,67,60,1,2,12,1,s,pre,1,275,5,LtoS,FtoP,Yes
18,48,12593,81,62,1,2,12,1,s,pre,1,293,17,LtoS,FtoP,Yes
21,55,13406,83,78,1,2,12,1,s,pre,1,280,20,StoL,PtoF,Yes
40,93,21293,81,82,1,2,12,1,s,pre,1,300,39,StoL,PtoF,Yes
48,109,23427,72,65,1,2,12,1,s,pre,1,268,47,LtoS,FtoP,Yes
6,27,9001,67,61,1,2,12,2,s,pre,0,213,5,LtoS,FtoP,Yes
9,33,9664,79,67,1,2,12,2,s,pre,0,225,8,StoL,PtoF,Yes
18,51,11615,81,55,1,2,12,2,s,pre,0,223,17,LtoS,FtoP,Yes
21,57,12271,83,72,1,2,12,2,s,pre,0,221,20,StoL,PtoF,Yes
40,95,18488,81,78,1,2,12,2,s,pre,0,220,39,StoL,PtoF,Yes
48,111,20161,72,72,1,2,12,2,s,pre,0,199,47,LtoS,FtoP,Yes
6,27,9175,67,72,1,2,13,1,s,pre,1,249,5,LtoS,FtoP,Yes
9,33,9939,79,79,1,2,13,1,s,pre,1,267,8,StoL,PtoF,Yes
18,51,12196,81,65,1,2,13,1,s,pre,1,234,17,LtoS,FtoP,Yes
40,93,20210,81,89,1,2,13,1,s,pre,1,245,39,StoL,PtoF,Yes
48,109,22154,72,50,1,2,13,1,s,pre,1,253,47,LtoS,FtoP,Yes
6,27,9126,67,66,1,2,13,2,s,pre,0,238,5,LtoS,FtoP,Yes
9,33,9862,79,83,1,2,13,2,s,pre,0,259,8,StoL,PtoF,Yes
18,51,12064,81,72,1,2,13,2,s,pre,0,225,17,LtoS,FtoP,Yes
21,57,12774,83,82,1,2,13,2,s,pre,0,249,20,StoL,PtoF,Yes
40,95,19851,81,81,1,2,13,2,s,pre,0,275,39,StoL,PtoF,Yes
48,111,21811,72,60,1,2,13,2,s,pre,0,258,47,LtoS,FtoP,Yes
6,27,9427,67,48,1,2,14,1,s,pre,0,334,5,LtoS,FtoP,Yes
9,33,10318,79,100,1,2,14,1,s,pre,0,312,8,StoL,PtoF,Yes
18,50,13058,81,68,1,2,14,1,s,pre,0,313,17,LtoS,FtoP,Yes
21,57,13947,83,101,1,2,14,1,s,pre,0,290,20,StoL,PtoF,Yes
40,95,22467,81,101,1,2,14,1,s,pre,0,302,39,StoL,PtoF,Yes
48,111,24866,72,66,1,2,14,1,s,pre,0,305,47,LtoS,FtoP,Yes
6,27,9386,67,58,1,2,14,2,s,pre,0,304,5,LtoS,FtoP,Yes
9,33,10320,79,90,1,2,14,2,s,pre,0,298,8,StoL,PtoF,Yes
18,51,13138,81,48,1,2,14,2,s,pre,0,327,17,LtoS,FtoP,Yes
21,57,14047,83,96,1,2,14,2,s,pre,0,300,20,StoL,PtoF,Yes
40,95,22686,81,88,1,2,14,2,s,pre,0,318,39,StoL,PtoF,Yes
48,111,25098,72,72,1,2,14,2,s,pre,0,292,47,LtoS,FtoP,Yes
6,27,11164,67,50,1,2,15,1,s,pre,0,284,5,LtoS,FtoP,Yes
9,33,11984,79,81,1,2,15,1,s,pre,0,283,8,StoL,PtoF,Yes
18,50,14475,81,68,1,2,15,1,s,pre,0,270,17,LtoS,FtoP,Yes
21,57,15298,83,84,1,2,15,1,s,pre,0,291,20,StoL,PtoF,Yes
40,95,23189,81,79,1,2,15,1,s,pre,0,289,39,StoL,PtoF,Yes
48,111,25368,72,72,1,2,15,1,s,pre,0,282,47,LtoS,FtoP,Yes
6,26,9334,67,54,1,2,15,2,s,pre,0,280,5,LtoS,FtoP,Yes
9,33,10137,79,82,1,2,15,2,s,pre,0,264,8,StoL,PtoF,Yes
18,50,12583,81,67,1,2,15,2,s,pre,0,269,17,LtoS,FtoP,Yes
21,57,13392,83,79,1,2,15,2,s,pre,0,284,20,StoL,PtoF,Yes
40,95,21045,81,78,1,2,15,2,s,pre,0,274,39,StoL,PtoF,Yes
48,111,23181,72,70,1,2,15,2,s,pre,0,267,47,LtoS,FtoP,Yes
6,27,12352,67,54,1,2,16,1,s,pre,1,349,5,LtoS,FtoP,Yes
18,51,16789,81,49,1,2,16,1,s,pre,1,356,17,LtoS,FtoP,Yes
21,57,17762,83,75,1,2,16,1,s,pre,1,349,20,StoL,PtoF,Yes
40,95,26852,81,88,1,2,16,1,s,pre,1,356,39,StoL,PtoF,Yes
48,111,29444,72,63,1,2,16,1,s,pre,1,335,47,LtoS,FtoP,Yes
6,27,10489,67,62,1,2,16,2,s,pre,0,320,5,LtoS,FtoP,Yes
9,33,11440,79,81,1,2,16,2,s,pre,0,322,8,StoL,PtoF,Yes
18,51,14354,81,53,1,2,16,2,s,pre,0,332,17,LtoS,FtoP,Yes
21,57,15332,83,93,1,2,16,2,s,pre,0,353,20,StoL,PtoF,Yes
40,95,24646,81,86,1,2,16,2,s,pre,0,344,39,StoL,PtoF,Yes
48,111,27259,72,67,1,2,16,2,s,pre,0,338,47,LtoS,FtoP,Yes
6,27,10058,67,60,1,2,17,1,s,pre,0,317,5,LtoS,FtoP,Yes
9,33,11011,79,84,1,2,17,1,s,pre,0,350,8,StoL,PtoF,Yes
18,51,13747,81,44,1,2,17,1,s,pre,0,334,17,LtoS,FtoP,Yes
21,57,14599,83,85,1,2,17,1,s,pre,0,305,20,StoL,PtoF,Yes
40,95,23232,81,74,1,2,17,1,s,pre,0,332,39,StoL,PtoF,Yes
48,111,25553,72,68,1,2,17,1,s,pre,0,289,47,LtoS,FtoP,Yes
6,27,9400,67,68,1,2,17,2,s,pre,0,280,5,LtoS,FtoP,Yes
9,33,10344,79,82,1,2,17,2,s,pre,0,330,8,StoL,PtoF,Yes
18,51,13044,81,56,1,2,17,2,s,pre,0,304,17,LtoS,FtoP,Yes
21,57,13959,83,89,1,2,17,2,s,pre,0,315,20,StoL,PtoF,Yes
40,95,22494,81,79,1,2,17,2,s,pre,0,310,39,StoL,PtoF,Yes
48,110,24878,72,72,1,2,17,2,s,pre,0,304,47,LtoS,FtoP,Yes
6,27,9340,67,57,1,2,18,1,s,pre,1,300,5,LtoS,FtoP,Yes
18,49,12761,81,68,1,2,18,1,s,pre,1,283,17,LtoS,FtoP,Yes
21,55,13563,83,76,1,2,18,1,s,pre,1,272,20,StoL,PtoF,Yes
40,93,21252,81,74,1,2,18,1,s,pre,1,283,39,StoL,PtoF,Yes
48,108,23327,72,66,1,2,18,1,s,pre,1,280,47,LtoS,FtoP,Yes
6,27,9278,67,56,1,2,18,2,s,pre,1,292,5,LtoS,FtoP,Yes
9,33,10123,79,73,1,2,18,2,s,pre,1,302,8,StoL,PtoF,Yes
18,51,12588,81,58,1,2,18,2,s,pre,1,279,17,LtoS,FtoP,Yes
21,57,13393,83,87,1,2,18,2,s,pre,1,278,20,StoL,PtoF,Yes
48,108,23114,72,63,1,2,18,2,s,pre,1,260,47,LtoS,FtoP,Yes
6,27,10191,67,58,1,2,19,1,s,pre,0,281,5,LtoS,FtoP,Yes
9,33,10971,79,84,1,2,19,1,s,pre,0,249,8,StoL,PtoF,Yes
18,51,13225,81,65,1,2,19,1,s,pre,0,275,17,LtoS,FtoP,Yes
21,57,13967,83,106,1,2,19,1,s,pre,0,245,20,StoL,PtoF,Yes
40,95,21239,81,87,1,2,19,1,s,pre,0,239,39,StoL,PtoF,Yes
48,111,23192,72,71,1,2,19,1,s,pre,0,260,47,LtoS,FtoP,Yes
6,27,9752,67,61,1,2,19,2,s,pre,0,253,5,LtoS,FtoP,Yes
9,33,10496,79,80,1,2,19,2,s,pre,0,237,8,StoL,PtoF,Yes
18,51,12719,81,69,1,2,19,2,s,pre,0,273,17,LtoS,FtoP,Yes
21,57,13424,83,103,1,2,19,2,s,pre,0,232,20,StoL,PtoF,Yes
40,95,20487,81,91,1,2,19,2,s,pre,0,251,39,StoL,PtoF,Yes
48,111,22408,72,62,1,2,19,2,s,pre,0,262,47,LtoS,FtoP,Yes
6,26,11386,67,64,1,2,20,2,s,pre,1,297,5,LtoS,FtoP,Yes
9,33,12418,79,54,1,2,20,2,s,pre,1,384,8,StoL,PtoF,Yes
18,51,15093,81,55,1,2,20,2,s,pre,1,313,17,LtoS,FtoP,Yes
21,57,16056,83,53,1,2,20,2,s,pre,1,348,20,StoL,PtoF,Yes
40,95,25329,81,63,1,2,20,2,s,pre,1,401,39,StoL,PtoF,Yes
6,27,11311,67,61,1,2,20,3,s,pre,0,367,5,LtoS,FtoP,Yes
9,33,12337,79,53,1,2,20,3,s,pre,0,400,8,StoL,PtoF,Yes
18,50,15172,81,65,1,2,20,3,s,pre,0,339,17,LtoS,FtoP,Yes
21,57,16177,83,64,1,2,20,3,s,pre,0,375,20,StoL,PtoF,Yes
40,95,25731,81,59,1,2,20,3,s,pre,0,426,39,StoL,PtoF,Yes
48,110,28291,72,63,1,2,20,3,s,pre,0,362,47,LtoS,FtoP,Yes
6,27,9243,67,47,1,2,21,1,s,pre,1,263,5,LtoS,FtoP,Yes
9,33,10115,79,62,1,2,21,1,s,pre,1,283,8,StoL,PtoF,Yes
18,51,12625,81,35,1,2,21,1,s,pre,1,290,17,LtoS,FtoP,Yes
21,57,13441,83,63,1,2,21,1,s,pre,1,281,20,StoL,PtoF,Yes
40,95,21220,81,81,1,2,21,1,s,pre,1,288,39,StoL,PtoF,Yes
48,111,23357,72,53,1,2,21,1,s,pre,1,258,47,LtoS,FtoP,Yes
6,27,9267,67,51,1,2,21,2,s,pre,1,286,5,LtoS,FtoP,Yes
18,49,12726,81,55,1,2,21,2,s,pre,1,259,17,LtoS,FtoP,Yes
21,55,13540,83,63,1,2,21,2,s,pre,1,269,20,StoL,PtoF,Yes
40,93,21661,81,71,1,2,21,2,s,pre,1,358,39,StoL,PtoF,Yes
